tweet_text,emotion,sentiment
@juventusfc @douglascosta In bocca a lupo anche al 20 serbo grazie,joy,positive
@G_Higuain buon compleanno Pipita.,joy,positive
@juventusfc @Cristiano Vi sarò eternamente grata per questo momento meraviglioso! È incredibile tutto questo! I love you Cristiano ??,joy,positive
"@LichtsteinerSte @juventusfc Tu per me sarai sempre Juventino !!!! 
Grazie campione e in bocca al lupo per tutto!!!",joy,positive
"@kdecasillas Benvenuto a Torino, @Cristiano. Il campionato italiano sarà fantastico con te.",joy,positive
@realmadriden @lukamodric10 Amore mio,joy,positive
"@MPolitano16 @Inter Complimenti anche per oggi, bravo!",joy,positive
"Grazie @ciroimmobile, buon Natale anche a te! ???? #sslazio #SerieA https://t.co/d54UbqF2RE",joy,positive
"@TorinoFC_1906 @DarmianOfficial @FQuagliarella27 Buona giornata

Pensando a noi che aspettiamo

@Sofia_1_vv 
?

Non un graffio ma una grande incornata!

Non da young boys 
ma dai ragazzi!

Non crederai: a chi racconta di squadre imbattibili e più Grandi di sempre?

A chi scambia Natale con carnevale?

Domani meglio esultare!",joy,positive
"@PReina25 In bocca al lupo, Pepe. Sono sicuro che onorerai i colori rossoneri, così come hai onorato i nostri.",joy,positive
"@OfficialRadja Grazie Ninja, ti porterò sempre nel cuore, sarai sempre romanista",joy,positive
@MauroIcardi sei grande Capitano!!,joy,positive
"@jeschiralli @Stefandevrij Ciao, mi piacerebbe averti nel mio gruppo Facebook ti lascio il link ti aspettiamo! ??
https://t.co/qHAxSIu9j9",joy,positive
"Sono sicuro che saprai rialzarti e tornerai più forte di prima! La vita è fatta di prove, tu hai la forza adatta per superare anche questa, sinceri auguri @borinifabio29",joy,positive
TI STO AMANDO @SamuCastillejo,joy,positive
@MuseeLouvre @equipedefrance @FrenchTeam @FIFAWorldCup @fifaworldcup_fr @AntoGriezmann @FFF @paulpogba @samumtiti @raphaelvarane bellissimo dipinto ma io preferisco da sempre l'arte di Michelangelo a quella di Leonardo.... entrambi restano due geni italiani..... toscani.... patrimonio dell'umanità entrambi,joy,positive
@kkoulibaly26 Buon anno a te ! Fratello Campione !,joy,positive
"@improta_g @Bero_miranda @Lele05699924 @juventusfc @douglascosta Certo, e` il segno che i coglioni come te, fanno pena",anger,negative
@kkoulibaly26 @arekmilik9 @AminYounes11 @GhoulamFaouzi Bravo K2! E complimenti soprattutto a #Ghoulam per l'ottimo rientro. Grande #MILIK .Forza ragazzi che il Liverpool non è imbattibile. #ForzaNapoliSempre,joy,positive
@Cristiano ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo ti amo,joy,positive
"@forzaroma @OfficialRadja @OfficialASRoma Ci mancherà moltissimo , ma io tifo la Roma e sosterrò chiunque indosserà la sua maglia ! In bocca al lupo @OfficialRadja",joy,negative
"@Danyinter91 @Alex_Cavasinni @OfficialRadja No infatti, rispetto a Witsel è avanti mille spanne. Io l'avrei convocato sempre. Il problema è quello, come noi avevamo il problema con Balo, o ancora prima con Mancini (essendo giovani abbiamo solo letto). Ma proprio per questo sono convinto che tutto sommato va bene a entrambi",sadness,negative
@GBorzillo @RomeluLukaku9 @ManUtd @Inter Il prossimo che vi farà innamorare è Batshuayi.. impressionante,joy,positive
@wolf2476 @soProud_of_You @mattiaLISSIGNO1 @capuanogio @Inter @OfficialRadja Fai ridere non è colpa mia Ahahah Ahahah Ahahah Ahahah,anger,negative
"@andresiniesta8 @FCBarcelona INIESSSTAAAA, INIESSSTAAAA, INIESSSTAAAA ???",joy,positive
@Cristiano @juventusfc Grande campione! Grazie per averci scelto! #Juventus #FinoAllaFine #CR7,joy,positive
@LichtsteinerSte @juventusfc Grazie di tutto Stephan! Grazie per ogni goccia di sudore e per aver SEMPRE dato il 110%,joy,positive
Tantissimi auguri di buon compleanno Gonzalo?? #finoallafine @G_Higuain,joy,positive
"@kkoulibaly26 @catirafaella Quando uno straordinario atleta usa poche parole, ma giuste ed misurate e riesce a comunicare concetti profondi ed importanti, capisci di essere di fronte ad un grande uomo. Ti ammiro... Siamo tutti kalidou",joy,positive
@l_desilvestri io ti amo!!! Goal!!! #TorinoEmpoli #sft #fvcg,joy,positive
"@ECavaniOfficial @ECavaniOfficial edi torna a Napoli, solo con te potremo battere la juve, riduciti lo stipendio e facci contenti!",anger,negative
"@LichtsteinerSte @juventusfc Sei un grande, grazie per tutto ciò che hai fatto in questi anni. Resterai sempre nei nostri cuori. Buona fortuna per tutto ??????????",joy,positive
@giacomobona @VolkerMusahl @UPMCSportsMed Forza Jack!!! Ti vogliamo bene ?,joy,positive
"Sempre più belle le Sampdoriane! 
?
#LazioSamp #Sampdoria #Saponara @FQuagliarella27 https://t.co/AnfAHm2b6s",joy,positive
"Io devo sempre applaudire e fare i miei grandi complimenti,come da anni ormai,a te che sei un gioiello immenso,che ti danni l'anima per questa maglia,che ti sacrifichi in un ruolo non tuo,che porti con ONORE quel 10 sulle spalle? Sei straordinario @PauDybala_JR Non mollare mai?",joy,positive
"@fakevarriale_ @Cristiano @juventusfc @ODG_CNOG @MrWalterZenga Tutto questo dimostra di che spessore è lei. Parli pure del suo amico Maradona, con lui si trova a meraviglia!",joy,positive
@UEFAcom_it @juventusfc @OfficialASRoma @MarioMandzukic9 Grandi ragazzi ?,joy,positive
@JantasOO @OfficialRadja 'Na domenica pregna eh. Buon divertimento ?,joy,positive
@OfficialRadja Volevo rinnovarti i complimenti per le grandi vittorie che hai ottenuto con la Roma! Ti eri stancato di vincere? Sei andato a giocare per i prescritti...... è il tuo posto!!! Speriamo che ti vinca tutto quello che hai vinto con la Roma! #FinoAllaFine #ForzaJuventus,joy,positive
@fbernardeschi Grazie Fedee ??? buon anno anche a te e spacchiano sto 2019 mi raccomando ??,anger,positive
"@OfficialASRoma @OfficialRadja Radja la tua squadra siamo noi! questa è casa tua!!! Per noi sei unico, lascia perdere chi non ti capisce! sei il nostro Ninja! solo nostro!!!! ??",joy,positive
@MoSalah Buone feste a te e tutta la tua famiglia,joy,positive
@YutoNagatomo5 Benvenuto a casa mia Lord Naga - e sempre forza inter!,joy,positive
"Ah e sappi che mi aspetto tante foto con @MesutOzil1088 , quindi non deludermi @LichtsteinerSte ??",joy,positive
@valterdemaggio @Cristiano Lo dico e lo ripeto #CR7 #CristianoRonaldo è il calciatore più forte dell'era moderna. Si è messo in gioco in #Spain e #England vincendo tutto. Col #Portugal fa sempre la differenza. E non dimentichiamo che ha 33 anni.,joy,positive
@CarloMartootchy @soProud_of_You @Gamon88 @max_cremascoli @SimoTarantino @capuanogio @Inter @OfficialRadja Se trovate un fesso che vi dà quei soldi buon per voi,anger,negative
@Massimi67339505 @juventusfc @adidasfootball @Cristiano È un ottimo accordo,joy,positive
"@dries_mertens14 @kkoulibaly26 Grazie @dries_mertens14.

Forza Milan still!",joy,positive
"Nooooooooo ma @KevzRose - MALCUITTTTT ti piace #OnePiece ? Bellissimo, bravo !!! https://t.co/7bnRYMo64Q",joy,positive
"Ieri gran partita di @KevzRose . 
Complimenti ??",joy,positive
@gianluigibuffon grazie a te di gioccare con il psg..miei bambini ti piacce molto..tu e una bella personna scusa me per il mio italiano,joy,positive
@tobalbalde @keitabalde14 @keitabalde14 bravo... fiero e a testa alta...,joy,positive
"@DanieleRugani buona partita,lo sapevo che non mi tradivi .Spero vivamente che Allegri capisca che deve fare giocare te e non più Bonucci. Non mollare che arriva anche il tuo momento.",joy,positive
@giusecontini @juventusfc @Cristiano Ma manco i complimenti per il triplete ti posso fare? Tanto é giá nelle tue mani,joy,positive
"@kkoulibaly26 Sono orgogliosa di averti nella mia squadra del cuore, sei un grande giocatore e ti temono in tanti! Se riesci ignora la prossima volta questi attacchi beceri e imbecilli da parte di persone ignoranti, non meritano nemmeno la tua rabbia giustificata!!! ?",anger,negative
"@DiegoMontuori @Vivo_e_vegeto @sscnapoli @douglascosta Esatto, a fine campionato ci si stringe la mano e ci si fa i complimenti 

#juvemerda #SerieATIM https://t.co/xZBV9VIfh6",anger,negative
"@ADeLaurentiis: sono felice del passaggio di @Cristiano alla @juventusfc perché finalmente l'asse, dalla Spagna, si sta spostando verso l'Italia",joy,positive
@juventusfc @MarioMandzukic9 mario sei stupendo??,joy,positive
@juventusfc @Cristiano Mi piace molto.,joy,positive
@antocarboni91 @MPolitano16 @gaglio94 @OfficialRadja @borjavalero20 @Asabob20 Ottimo grazie!!!,joy,positive
@neymarjr Ti amo,joy,positive
"@ECavaniOfficial @_LeKido_ 1. Uruguay
2. Russia 
3. Egypt
4. Saudi Arabia

Ti amo Matador, Forza Napoli Sempre!

#CavaniWorldCup2018",joy,positive
@Paolo_Bargiggia @Cristiano Sto godendo in un modo SPAZIALE! GRAZIE PAOLO! VOGLIO BENE A TUTTI!,joy,positive
@Cristiano Cosí fantastico,joy,positive
@IlBomma @shinebrightdie @perplimimi @Cristiano @perlatiziana Ok questo è amore folle amore diciamolo a @matteosalvinimi non si sa mai non dovesse funzionare con Elisa..... ????,joy,positive
@TimoeB08 Meriti di rimanere! Bravo Baka!,joy,positive
"Bravo @Cristante che partita dopo partita, col lavoro e l'impegno, si sta prendendo il posto che gli compete",joy,positive
"Il sogno è diventato realtà, Grazie alla @juventusfc, grazie a @andagn, grazie a @Cristiano. E adesso possiamo dirlo #bienvenidocristiano #CristianoRonaldo #finoallafine",joy,positive
"@Novastadio @MMarchetti1978 @marca @Cristiano Clausola altissima, ma abbassarla a 100 e davvero incredibile. Fanno i contratti e poi rivedono al ribasso dopo un anno... vedremo.",anger,negative
oggi pomeriggio ho il mio primo esame e @fedefederossi @Benji_Mascolo e @MauroIcardi + il bottone di nonna saranno il mio portafortuna ??? https://t.co/BFlIJ5cwmA,joy,positive
@neymarjr Ti amo amore mio,joy,positive
@MedhiBenatia dai piccoli gesti si capisce quanto è GRANDE un uomo !!! https://t.co/nFAZ6L5eFw,joy,positive
"@OfficialRadja Caro Radja! Martinez se ne pentirà di non averti preso! Tutto il Belgio è deluso per te... cmq io da interista, sogno di vederti con la nostra maglia! Perchè sei uno che lotta sempre e non si arrende mai! A presto!",joy,negative
"Ce labbiamo noi, ce labbiamo noi! E @Cristiano ce labbiamo noi! Grazie @andagn, grazie @dsfabioparatici, grazie #Marotta, grazie #PavelNedved",joy,positive
"@salpaladino Esatto! Io rosicavo anche quando @G_Higuain fu acquistato dal Napoli.
Sono piuttosto ridicoli.",anger,negative
"Benvenuto alla @juventusfc, @Cristiano.. 
#CR7UVE #FinoAllaFine #ForzaJuve https://t.co/Hc3qGGpz0L",anger,positive
"@llorentefer19 @ClaMarchisio8 Nonostante oggi abbiamo dei grandi campioni, per me, LL'oriente (cit) rimane sempre nel cuore",joy,positive
"@OfficialASRoma @OfficialRadja Grazie sei stato per noi un'altro gladiatore, starai sempre nei nostri cuori!!",joy,positive
Orgogliosa che tu sia il mio Capitano @MauroIcardi https://t.co/WXI3750i6p,joy,positive
"@harschil sono felicissimo per lui. Un giocatore meraviglioso.

@nglkante",joy,positive
@kkoulibaly26 Emozioni  e adrenalina grazie anche solo per  questo!,joy,positive
@Luca_Twi_1305 @Alissonbecker @realmadrid @AreolaOfficiel Io ragazzi mi fido di @MisterDiFra!! Il Mister saprà sicuramente dove metterlo,joy,positive
@juventusfc @G_Higuain Tanti auguri Pipa.....e grazie per le gioie che ci hai regalato.,joy,positive
@OfficialASRoma @D_10Perotti @cengizunder @LorePelle7 Si però nn ve fate male subito!!!,anger,negative
@Cristiano Bellissima famiglia?????????????????,joy,positive
"Credo che @MedhiBenatia abbia davvero  a cuore i suoi compagni di squadra. 
È davvero bello e tenero il modo che ha di esprimere sempre una parola per tutti, in ogni circostanza ?",joy,positive
@dries_mertens14 @kkoulibaly26 Evviva l'amicizia e il vero gioco,joy,positive
"@ShevForever @cumdivido @paulpogba SMS ( quello vero, quello dellanno scorso ) é una spanna sopra a tutti.
Il più impressionante giocatore visto lanno scorso a San Siro",joy,positive
"@gnoccadelsud @PReina25 ok non mi rimane che fare così 
cin cin https://t.co/w6xw8cJzZY",joy,positive
@PauDybala_JR grande Paulo complimenti per la grande partita #FinoAllaFineForzaJuventus ????,joy,positive
"@MarioMandzukic9 GRANDISSIMO SUPER MARIO 17
Meno male che giochi anche con la Juventus #supermariomiglioreditutti",joy,positive
@MarcoSnatch @Rafinha Me lo tengo per piacere prendete sto coso brasiliano e no  venite a rompere i coglione,anger,negative
La cosa che mi lascia basito è questa acredine dei giuventini nei confronti di @bonucci_leo19  da interista sarei orgoglioso che un giocatore andato via tornasse dicendo che ha fatto un grosso sbaglio perdipiu abbassandosi lo stipendio precedente.... io lo ammiro altroché.!!,anger,negative
"Capolavoro di Paulo. Era un gol pazzesco. Bravo @PauDybala_JR.

#YBJuve
#jvtblive",joy,positive
"@kkoulibaly26 Grande giocatore, grande uomo!!",joy,positive
@kkoulibaly26 Grande Kalidou!! Non ti curar degli imbecilli e vai a testa alta per il tuo cammino!!,anger,positive
@llorentefer19 Nando mi raccomando buttagli un paio di capocciate!!????,anger,negative
Grande mentalità dei tifosi del @LFC ; Great mentality of #Liverpool fans @LorisKarius #goalkeeper #fairplay #Fairplayforfans https://t.co/1IAiBQNR9M,joy,positive
@ECavaniOfficial Ieri oggi e domani segna sempre matador cavani!!!Torna a Napoli ti amiamo campione! Forza uruguai,joy,positive
@LichtsteinerSte @Arsenal Ciao Steph Buona Fortuna!! Hi Steph Good Luck!!! #My7h,joy,positive
"@SBertagna @OfficialRadja Se ci copiano (e pure male) vuol dire che il nostro prodotto è superiore!
#amala
E, visto che male non fa, @Inter #riprendiRafinha",anger,positive
"@Evra @juventusfc @paulpogba Anche noi tifosi ricordiamo ""Oncle Pat"" come uno dei nostri beniamini più cari, grazie di aver onorato sempre la maglia bianconera #TojourDansNosCoeurs",joy,positive
@OfficialRadja io non dimentico il bene che t'ho voluto!!! E te ne voglio ancora di più adesso!!! ??,joy,positive
@juventusfcen @ChampionsLeague @Cristiano Aspettiamo con ansia i tuoi magnifici goals !?,fear,positive
@Rosange87578117 @neymarjr Hahahahahhahah..... Vai Corinthians!,joy,positive
I sogni a volte possono diventare realtà ? grazie @juventusfc per aver realizzato il mio e benvenuto @Cristiano ?? https://t.co/NeLRpXOQq0,joy,positive
@PauDybala_JR torna presto!!! Non vedo l'ora di vederti con @Cristiano #Finoallafine ??????,joy,positive
@Livero10 @kkoulibaly26 Grazie tutti i giorni e dicono che faccia bene,joy,positive
@PauDybala_JR Grande Paulo???? hai fatto una partita che ha ridato luce ad una squadra spenta....grazie????????? #FinoAllaFine,joy,positive
"@OfficialRadja sei un grande, tieni duro!",joy,positive
@juventusfc @Cristiano io pur essendo milanista sono felice dell'arrivo di CR7 alla juve. valore aggiunto per il campionato italiano e poi... in tutta sincerità mi scopo la moglie di uno juventino che con l'arrivo del fenomeno si vedrà molte piu partite allo juventus stadium e io scopo in tranquillità,joy,positive
@TimoeB08 @acmilan @TimoeB08 stasera segni il tuo primo gol! Sarà bellissimo!!! @acmilan,joy,positive
"@AlfredoPedulla buonasera Alfredo, volevo chiederti quante probabilità ci sono di vedere @paulpogba o Milinkovic-Savic in bianconero... grazie",joy,positive
"Presidente dia una possibilità a @FinallyMario e lo prenda a Gennaio! Qua può davvero fare la storia del calcio mondiale, come i più grandi di sempre! @ADeLaurentiis 
Ha un enorme potenziale che per svariati motivi non è riuscito ad esprimere, ma è un fuoriclasse autentico!",joy,positive
@chiellini Ahahah anche il grandissimo @PeppePoeta juventino vero !,joy,positive
"@Rafinha @Inter Grande rafa!!! ...resta a milano, ci divertiremo!!!",joy,positive
@juventusfc @Cristiano Forza Ronaldo! Il miglore del mundo!!!! CRISTIANO,joy,positive
"@ECavaniOfficial Matador, sei un giocatore immenso!!! 
#ForzaNapoliSempre",joy,positive
@bonucci_leo19 Buon anno Leo!!!!!!???????,joy,positive
@kkoulibaly26 Forza ragazzi siamo con voi... Bravi lo stesso,joy,positive
"@giancarlogian83 @MedhiBenatia Non ancora!!! Però aspetta che @MedhiBenatia rifletta e ti raggiungo in Italia, con uno patinato!!! Qui in due minuti te lo concedono!!!?",anger,negative
"@Cuadrado @Cristiano @juventusfc Sei stato un FANTASTICO N*7, ma è tempo di lasciare quella maglia, prenderne unaltra e andare a prendere quella maledetta coppa. Forza Panita! ???????? #ForzaJuve #FinoAllaFine",joy,negative
@MondilloIlaria @ECavaniOfficial Un sogno che spero sempre diventi realtà,joy,positive
"@emme1963 @and_aprile @OfficialRadja Bravo, i nostri colori, quelli che qualcuno che gioca ora nella roma, non ama!",joy,positive
"@mario_nogood @juventusfc @MarioMandzukic9 Mario sei un grandissimo!!!! Un guerriero senza se e senza ma..congratulazioni, spero di vederti alzare quella coppa! Ve lo meritate !!!! FORZA CROAZIA!!!",joy,positive
@Miralem_Pjanic @juventusfc Veramente bisognerebbe pedalare di più e giocare anziché sparare frase ad effetto!!!,anger,positive
@Cuadrado @FCFSeleccionCol Forza fratellone che glie ne fai due!!!,joy,positive
@SpazioMilan @Gazzetta_it @CorSport @tuttosport @SamuCastillejo @G_Higuain Siamo riusciti a far  diventare scarso uno dei migliori centravanti dEuropa incredibile,joy,positive
@CampioneOmaggio @mauromaurizmab @RomaNelCervello @OfficialRadja È arrivato zaniolo al suo posto...sicuramente un gran guadagno presente e futuro....rifarei lo scambio 1000 volte.,joy,positive
Complimenti a super Mario l'ariete Mandzukic che insieme a Perisic Portano la Croazia in finale mondiale forza super marione noi Juventini siamo tutti con te sei troppo ? immenso unico nel tuo genere indistruttibile @MarioMandzukic9 @juventusfc https://t.co/K9A0mJxdX0,joy,positive
"@kkoulibaly26 A presto, goditi le vacanze !",joy,positive
@LichtsteinerSte @juventusfc Grazie di cuore sthephan #Finoallafine,joy,positive
@Ago_Piacquadio @SOSFanta @arekmilik9 @FQuagliarella27 Meite?! Ce l'ho contro anch'io...segna sicuro! https://t.co/4R53k7LhJc,anger,negative
"@MauroIcardi Hai fatto come sempre una grandissima partita e partita dopo partita giochi sempre meglio sempre più #capitano sempre più leader. Se avessi fatto quel gol da centrocampo...? grande #MI9 ????
#Icardi
#InterNapoli
#ForzaInter",joy,positive
@tvdellosport @kkoulibaly26 Tutti noi orgogliosi di te grande uomo grande professionista fratm @kkoulibaly26,joy,positive
@kkoulibaly26 Sei grande kk noi ti amiamo cosi,joy,positive
"@soProud_of_You @Gamon88 @max_cremascoli @SimoTarantino @capuanogio @Inter @OfficialRadja Il prezzo lo fa il mercato. Finche non capite questa basilare legge di domanda e offerta, é inutile che continuate a blaterare. Tutti voi. Mercati funzionano così, pure quelli dei cartellini.",anger,negative
"@kkoulibaly26 Bravo! ?
Sei un grande! ???",joy,positive
@Cristiano Molto bello,joy,positive
L'alba di un giorno che non avrei mai creduto di poter vivere... #grazie @andagn @juventusfc @Cristiano #CR7JUVE #CR7DAY vi amo!,joy,positive
@ECavaniOfficial tutto apposto ti ho prenotato  un bel tavolo  da Paolino a Capri per il 20 luglio alle 21:30 per festeggiare il tuo ritorno a napoli ..... @sscnapoli  ediii tornnnn tornnnn sta cas aspetta a teee,joy,positive
@MaurizioDallo Vorrei fare i complimenti al veggente @MaurizioDallo che ben 4 anni uscì con lo scoop @OfficialRadja all'inter. Quanta Lungimiranza.,joy,positive
@8cMLeti @PauDybala_JR @douglascosta Allora è  stata una bella serata?,joy,positive
"@Inter @OfficialRadja @Gazzetta_it Ancora stento a crederci, ma sono troppo contento del suo arrivo! #WelcomeNinja #Nainggolan #ForzaInter #Amala #InterIsHere https://t.co/magHf4yxvF https://t.co/9zfMAdj2gZ",joy,positive
@TuttaLaJuve @LichtsteinerSte ci mancherai#per sempre uno di noi#finoallafine! ???,sadness,negative
@sampdoria @ocolley15 Hai fatto un partitone Omar. Complimenti!,joy,positive
"Tifo #Hrvatska di uno dei miei centrocampisti preferiti @lukamodric10 che vorrei nel mio @acmilan!!!
#RusCro #rus #CRO #WorldCupRussia2018 #WorldCup #WorldCup2018",joy,positive
@ndostaturo @EASPORTSFIFA @ultimateteamit @paulpogba @juventusfc bel colpaccio... io ce l'ho in squadra... con Kante si completano alla perfezione,joy,positive
@DarmianOfficial Congratulazioni Matteso. ?????,joy,positive
@realvarriale @gallobelotti Grande giusto,joy,positive
"@LichtsteinerSte @juventusfc Mi mancheranno le tue galoppate, i non cross e la grinta che mettevi in ogni partita ?",sadness,negative
"Tantissimi auguri per l'arrivo della piccola Alma, un dolce benvenuto alla piccola ?? @G_Higuain",joy,positive
@ReteSport @fontafrancesco1 @OfficialRadja @OfficialASRoma E lui è un pezzo del nostro,joy,positive
"@NiallOfficial @lukamodric10 @ivanrakitic @MarioMandzukic9 Non ho capito niente, però ti amo lo stesso.

#TeenChoice #ChoiceFandom #Directioners @onedirection",joy,positive
"Caro @Cristiano vieni allItalia qua mangerai come mai nella tua vita, vedrai le più belle femmine, guiderai tutti i @Ferrari che vuoi e soprattutto avrai il supporto di tutti i tifosi della @juventusfc",joy,positive
@KevzRose Bravo bravo ?,joy,positive
@_Cotu @Miziok67 @ValentinaCatoni @AlessioNardo @Teleradiostereo @federicochiesa @OfficialASRoma @ilRomanistaweb @Totti @lukamodric10 Tagliafico(SCANDALOSO) è un terzino,joy,positive
"@OfficialRadja grazie per tutto quello che hai fatto.
Roma rimane casa per te, non scordarlo mai!!!",joy,positive
"@juventusfc @G_Higuain Buon compleanno Pipita del mio cuore! ??
Torna a casa! ?? @G_Higuain",joy,positive
"Nainggolan: ""All'Inter ho sentito la fiducia, a Roma l'avevo persa. Scelta semplice, mi sono sentito importante"" Ben presto scoprirai cosa vuol dire far parte di questa famiglia, benvenuto Radja ?@OfficialRadja? ?#Amala https://t.co/4o0rhI57OV",joy,positive
"@Cristiano dicono che tu sia un uomo dal cuore d'oro. Vai a stringere la mano agli operai di Melfi, sarebbe un gesto bellissimo. #CR7 #CristianoRonaldo #Melfi #Fiat",joy,positive
"@gianluigibuffon @PSG_inside @juventusfc C'è solo un numero uno.

Grazie Gigi... campione vero.. Juventino per sempre!

#finoallafine #HappyNewYear",joy,positive
@OfficialASRoma @OfficialRadja Grazie ve lo dicono a voi lInter e er pelato che ancora stanno a ride...,anger,negative
@MBaye9Niang Buon campleanno,joy,positive
@VarrialeEnrico @sscnapoli @dries_mertens14 @BelRedDevils Grande Enrico... lo scudetto morale e loro ogni anno,joy,positive
@GFI65 @edozjg86 @TimoeB08 al Monaco ha fatto grandi cose...al Chelsea si e' un po' perso ora si sta ritrovando e' bravo e puo' diventare fortissimo,joy,positive
@Frosinone1928 @juventusfc @Cristiano @SerieA_TIM E niente siete veramente i più simpatici! Vi adoro #finoallafine,joy,positive
@SigJPistacchio @MarioMandzukic9 @Cristiano @realvarriale ha ancora un gran bruciore nel culo!!! Rimango dellidea che è solo un giornalaio.,anger,negative
@salpaladino @bonucci_leo19 Lo so... io ho la nera sua ??,joy,negative
@PReina25 Auguro a Lei e alla sua famiglia tutto il meglio. Grazie di tutto e in bocca al lupo per la sua nuova avventura.,joy,positive
Sti giorni ce sta un testa a testa entusiasmante a chi sta a rosicà de più fra @vittoriozucconi e @OfficialRadja.,joy,positive
@OfficialRadja Nn provà a movete dalla Roma...nn ce lo dà sto dispiacere...esse bravo sù!!in quella squadra de merda poi!!,anger,negative
GRAZIE DI ESISTERE @Cristiano,joy,negative
Ciao @OfficialRadja insegna al Naviglio a diventare Tevere. #Pensocheeeee ci mancherai ???,sadness,negative
"@AlfredGom1s @kkoulibaly26 @PapiCheikhou @kkoulibaly26 hai degli amici juventini!!!!???? Ahahahahh Rompi subito queste amicizie, chist nun so buon. Ahahahah
A paete gli scherzi, in bocca al lupo ragazzi, che possiate percorrere quanta più strada possibile.",joy,negative
"Con tutto il bene...spero che @Alissonbecker faccia un paio di papere al mondiale, anche che nn compromettano il risultato...almeno resta @ReteSport @iomagni",joy,positive
@emme1963 @OfficialRadja Perfettamente d'accordo!,joy,positive
@Rafinha @Currex_ES @currex #RiprendiRafinha  basta questo per farti capire che sei il nostro idolo.,joy,positive
@PauDybala_JR @paulpogba Ti voglio bene,joy,positive
"Felice anno nuovo capitano
Paulo #Dybala ??
@PauDybala_JR ? https://t.co/Rx6OcebA6Y",joy,positive
"@Depni2 @Inter @MauroIcardi devi avere qualche problema di vista ......   e non solo, aggiungerei. Contento tu.",joy,positive
@nikkolacch @sscnapoli @MrAncelotti @arekmilik9 Parato il culo è un parolone. Ricordo solo una partita in cui ci ha dato una mano ed è contro il Chievo per il resto vale quanto hoffer.,anger,negative
@ECavaniOfficial Matador torna a Napoli... Per rivivere emozioni ancor più forti. Ti amiamo,joy,positive
"Meravigliosi tutti nessuno escluso.
#jventusRoma @douglascosta @Cristiano ???????? https://t.co/lWVSDZN7Ck",joy,positive
@BorbonicaNapoli @mauMY7H @ADeLaurentiis @juventusfc @Cristiano @annatrieste @pisto_gol @Carloalvino @sscnapoli @RafAuriemma Oh grazie delaurentis che PARADOSSALMENTE hai sbloccato la trattativa... come faremo senza di te! #pagliacci,anger,negative
"I migliori Auguroni di buon compleanno !!!!!!  @kkoulibaly26
Da tutto il popolo di tifosi Napoletani ! Ti vogliamo Bene. https://t.co/uMjwk5o31C",joy,positive
@Simonesimao18 @mikymali @esmuellert_ Dei primi due faccio a meno ! Buon pomeriggio !,joy,negative
@kkoulibaly26 Grande campione e uomo,joy,positive
@G_Higuain E AUGURI DI CUORE ALLA NUOVA ARRIVATA ALMA HIGUAIN FORZA JUVE FINO ALLA FINE?????LA NUOVA PIPITA...,joy,positive
@Cristiano leggi questa storia grazie #CR7JUVE fai felice questo ragazzino grazie di ?? https://t.co/A8gBN89oGv,joy,positive
"@_deenise19 @MedhiBenatia Buona fortuna, Capitano, Dima Magrab",joy,positive
@llorentefer19 @anna_dell2 @ClaMarchisio8 Grande @llorentefer19 !! Noi tifosi della Juve ti vogliamo ancora bene!,joy,positive
"@kkoulibaly26 KK siamo tutti con te!
Se passi dalle mie parti avvisami che andiamo a mangiarci un'ottima pizza da @Francopepe8 alla faccia di tutti gli invidiosi.",anger,negative
"@KarimZeribi @CNEWS @IzaMoreau @KMbappe Mr Zeribi , s adore !!!!!",joy,positive
"Anche tu, @LichtsteinerSte sarai sempre uno di noi! Grazie e buona fortuna x tuo futuro professionale e personale. 
#Lichtsteiner #Juventus
https://t.co/aw25rdByGM",joy,positive
"@free__ideas_ @GhoulamFaouzi @UEFAcom @FIFAcom @kkoulibaly26 @sscnapoli Non sempre bisogna twittare...questa volta, per esempio, facevi più bella figura a stare zitto. Sei grande @kkoulibaly26",joy,negative
@RadioRossonera @acmilan @TimoeB08 Sarebbe bella una vostra trasmissione,joy,positive
@BeneHoewedes @juventusfc Sei un grande il mio aggettivo viene dalla sicilia Messina sono tifoso della juve da quando avevo 15 anni ora ho 68. Tifo juve e so essere sportivo,joy,positive
Chiedete a @SergioRamos di invitarmi al suo matrimonio. Me lo merito.,joy,positive
"@LucasLeiva87 @G00DL1F3_ Grande Lucas, ottima prestazione!",joy,positive
Benvenuto in bianconero @Cristiano !! Non vediamo l'ora che il tuo talento e la tua dedizione facciano scuola a Torino e in Italia!!,joy,positive
@MarioMandzukic9 Ciao mario complimenti x la vittoria salutami modric .ti auguro di cuore di vincere la coppa del mondo https://t.co/TTtaUru7MX,joy,positive
"Il più GRANDE calciatore della STORIA del calcio indosserà la NOSTRA maglia. Grazie @Cristiano grazie @juventusfc mi avete dato una delle soddisfazioni sportive più grandi della mia vita...
https://t.co/GVpuivKs68",joy,positive
"@Arkos71 @SerieA @Inter @MauroIcardi Bravo Arkos, stavo x mettere la foto... ancora meglio il video!?
????????????
BUON ANNO !!! ?? ?",joy,positive
