tweet_text,emotion,sentiment
@kkoulibaly26 I veri sconfitti sono gli urlatori di questa pessima pagina Italiana #Koulibaly #Napoli #uomo,anger,negative
@realvarriale Ma un deludentissimo @dries_mertens14 no?! Pure Capello ha sottolineato la figuraccia del tuo Ciro.,sadness,negative
@b0r150n3 @OfficialRadja @OfficialASRoma @leonsfdo Comunque noi stiamo peggio de voi leggo già gente che caca il cazzo per Radja e Devrj,anger,negative
@Antorco66 @realvarriale @StefanoDiscreti @kkoulibaly26 @sscnapoli @Lor_Insigne Secondo me non dovrebbe esser consentito cambiare squadra in corso di stagione nemmeno ai dirigenti. Arriva marotta e subito designano mazzoleni che orienta la partita consentendo al pubblico di urlare quello che vuole! Per me è colpa di Cavour.,anger,negative
@Rafinha @CostaduraSalva1 Ti aspettiamo allInter porca puttana!!!!!,anger,negative
"@liviovarriale @ADeLaurentiis @MrAncelotti @AlvaroMorata No no, #Morata ci sta sulle palle qua e non è nemmeno questo gran che.",anger,negative
@bonucci_leo19 ...che povero gobbo.... volevate arrivare secondi perdendo volutamente ieri sera così da non incontrare il Liverpool... ma il Manchester Utd ve l'ha messo in culo... un'altra finale persa vi aspetta... MERDE https://t.co/nquwIeiyLi,anger,negative
Mi sono sfondato il ginocchio @OfficialRadja... non me dà il colpo di grazia: so depresso già de mio... Dije de no!!!,anger,negative
"Ma @Cristiano arriverà? @juventusfc quanto stress, sto leggendo notizie tutti i giorni da 1 settimana e niente. Ovviamente se è verità non vendete ne a @PauDybala_JR nemmeno @Miralem_Pjanic per piacere vi prego. Facciamo una squadra forte per @ChampionsLeague",sadness,negative
@Miralem_Pjanic @juventusfc il problema è che non sei in forma per nulla...,sadness,negative
"@MauroIcardi  
sono certi che lascerai l Inter...e a dirlo sono quelli che non amano l Inter..
con questi rinforzi hanno ancor piu paura di te! 
x questo ti vogliono altrove.
Mucha mierda y buena suerte para todo!",fear,negative
@kkoulibaly26 Purtroppo il calcio non è vissuto nel modo giusto e la mancanza di rispetto denota la profonda ignoranza di un numero rilevante di persone che frequentano gli stadi. Ciò che conta prima di qualsiasi risultato é lessere un Uomo vero ?,anger,negative
@Meggyorgoglio @G_Higuain Soldi buttati tanto questo se ne va come quella merda merducci,anger,negative
#FRACRO. A Mediaset stanno rapidamente assegnando il Pallone dOro a Mbappè o Modric. Hai visto mai che lo ridiano a @Cristiano,anger,negative
Voglio rassicurare i giornalisti o presunti tali che sono eccitati per larrivo di @Cristiano. Finché non torna il Milan la serie A farà sempre cagare,anger,negative
"@celihaicieliblu @MeGelano @Grassi81 @enzo_conte79 @pellegrino435 @BorisSollazzo @1ce465cc0bf1473 @sscnapoli @simoneverdioff @G_Higuain i cattivi sono ovunque sicuramente, però io i cattivi ovunque li schifo, non faccio finta che non esistano. E comunque purtroppo è un dato di fatto che i rifiuti tossici siano un affare in mano alla camorra. E la Camorra non è nata in Trentino , ma non è detto che non ci arrivi",anger,negative
"@Nikopaoloni @apachee56 @luc4r3su @Alissonbecker Manolas andava allo Zenith cazzo, a Dzeko non facevano un contratto pluriennale se non ricordo male, Florenzi a 5 giusto al S.M. della Pietà.
Alla fine per te sta bene così, per me è un dispiacere.
Mo che famo?",sadness,negative
"@Inter @FCBarcelona lo sappiamo che il mercato non funziona così e possiamo accettare tutti i suoi spiacevoli meccanismi. Ma è crudele separare giocatori e tifosi quando ci si ama così tanto come nel caso di @Rafinha.
Ormai è questione di principio e di rispetto per chi vi segue.",sadness,negative
"@realvarriale @JSeMeNeVanto @Francia @neymarjr @dries_mertens14 @douglascosta Ha detto che Dybala era stato deludente nonostante fosse in panchina, per Mertens due pesi e due misure?",sadness,negative
@OfficialASRoma @OfficialRadja Ok solo la maglia ok solo la Roma però Questa cessione è stata davvero dolorosa forse caro @leonsfdo questa delusione potevi evitarcela... All Inter poi....,sadness,negative
@jeschiralli @Rafinha Oggi sentivo che si fa sempre più difficile purtroppo,sadness,negative
@polibius1 @OfficialSSLazio @ciroimmobile Inoltre a completamento di quanto ho scritto (e non sono un allenatore) il nostro caro SIMONE sta sbagliando. Continua ad utilizzare un modulo davvero pericoloso per il tipo di difensori che abbiamo.E impiega alcuni giocatori fuori ruolo,anger,negative
@matteoduranti10 @DaniAlvesD2 Senza offesa ma quella persona non merita niente... dopo le sue parole per la tragedia di Astori per me non esiste più...,anger,negative
"#Repost @mauroicardi (get_repost)
???
Sono deluso da quello che è successo ieri a San Siro. Diciamo basta al razzismo e la discriminazione. ???? #MI9 https://t.co/uByTY8WqW7",sadness,negative
@ClaraPorta4 @fbernardeschi @juventusfc Gli ho scritto lo stesso! Mamma che noia sto inglese!!!,anger,negative
"@tradimtradim @realvarriale @arekmilik9 @LFC @sscnapoli siete zanzare, essere inutile, poi chiedete perchè vi odiano, più rubate (calciopoli) più negate, sapete tutti come avete rubato ma continuate a rompere le palle vigliaccamente, molestatori, provocatori. AVETE RUBATO L'ANNO SCORSO IN MANIERA MAFIOSA DIREI",anger,negative
"@RollingStoneita @Cristiano @juventusfc Onestamente questo articolo è un insulto.Andrebbe rimosso perché offende lintelligenza di chi è tifoso o appassionato di calcio.Ovviamente avrebbe tutto il diritto di esistere se venisse dai canali ufficiali della Juve,ma così comè sembra solo una provocazione fine a sé stessa.",anger,negative
@44gattdernesto @realvarriale @KMbappe @G_Higuain @PauDybala_JR Significa che Mario Rui in panchina del Portogallo è stato molto deludente!!! Giocatori del.Napoli concausa dell'eliminazione del Portogallo.,sadness,negative
"@MedhiBenatia merda in persona. Poi quando chiamano lui marocchino si offende.
Hai ragione tu non sie marocchino, sei uno zingaro. https://t.co/dHXTA5HmqV",anger,negative
"@kkoulibaly26 @demagistris Chi offende con cori razzisti gli uomini, indipendentemente dal colore della loro pelle, non merita di essere considerato un essere civile, ma solo un frustrato piccolo piccolo che ha fallito già quando è venuto al mondo!",anger,negative
@chiellini da oggi finche avrò vita ti ricorderò quanto sei una brutta persona!,sadness,negative
"Più continuano a criticarlo (fuori dal campo) e più continua a lanciare segnali positivi (in campo) 

NINJA IS HERE, NINJA IS BACK!

@OfficialRadja #Nainggolan #ChievoInter #Spalletti #FCIM https://t.co/Vd7DCMipyv",anger,negative
@OfficialRadja davvero sei andato allInter? Mi hai spezzato il cuore.,sadness,negative
"@JacoPino13 @realvarriale @jimmyjimmy88 @KMbappe @G_Higuain @PauDybala_JR Ahimé non servirebbe.
Quel fiasco ora è già vuoto!!!!",sadness,negative
"@bettina_cat @dalberto4carlos @Ster317 @MauroIcardi Neanche si rende conto della gravità dei suoi commenti. Non so quanti anni ha, ma non vale la pena continuare questa conversazione. Io non sono contro la Juve, ma certi commenti mi disgustano. Buone feste. Addio",sadness,negative
@Paolo_Bargiggia @Cristiano Che no?????....cedere cedere cedere...Higuain lo porto in spalla a Sarri..eeeee...x precisare!a me non è mai piaciuto..Non avrei speso quei soldi x lui..e anche pjanic lo porto io se serve!,anger,negative
"@cranci @G_Higuain e cosa c'entra questo con quello che ho scritto io... ? voi avete augurato la morte al figlio di Bonucci !
Il peggio del peggio..la rumasuglia dell'essere umano.",anger,negative
"@LucianoManni @TUTTOINTER @PeruginiRoberto @Yurikal76 @daves80 @Inter @Rafinha Spalletti gioca con il 4-2-3-1 e ha chiaramente detto di volere due esterni che sappiano creare superiorità numerica, saltando l'uomo. Né Candreva e né Perisic rientrano in questa categoria. Sapendo che vuole quei giocatori è impossibile per me vedere il 352 che schifo molto.",anger,negative
@TUTTOJUVE_COM Già.......Bravuomo èh....ma il suo 1) @MarioMandzukic9 2) @SamiKhedira 3) il punto 1 mi rovina il miglior giocatore che abbiamo cioè @PauDybala_JR ed i suoi errori di formazione sono abbastanza per farmelo andar spesso di #traverso. #WaitingZIZOU,sadness,negative
"io,@OfficialRadja non lo venderei mai e poi mai!
lui come strootman...non se pò fa na squadra de soli giovani!",anger,negative
"@realvarriale @gallobelotti Matuidi molto di mestiere, nel calcio resta un minimo di tolleranza, si valuta l'entità, non ogni tocco, mentre Florenzi troppo plateale e stupido per passare inosservato.
Non sono proprio uguali, Belotti aveva già staccato, poi leggermente sbilanciato.",anger,negative
"@Cristiano Caro CR7 eri un idolo con la maglia VIOLA hai battuto quegli schifosi e te che fai?! Non ti rendi conto che errore che hai fatto andare nella Fogna d ' Italia..
Forza Viola, rubentus Merda
ADDIO https://t.co/18qce7aY3M",anger,negative
@SilvioGuerra5 @wandaicardi27 @MauroIcardi Già metterli sullo stesso piano è una blasfemia imperdonabile....,anger,negative
@magiconaples74 @MattMagno84 @realvarriale @CozzolinoSalvo @Cristiano @juventusfc .. povero perdente.. tu e il tuo sindaco... e la la tua città di 'merda..,anger,negative
"Siamo tutti con te Kouli. È una vergogna. Fieri di te, fenomeno e grande uomo. @kkoulibaly26 
#InterNapoli #vergogna #mazzoleni #Koulibaly #noisiamoilnapoli #napoli #ForzaNapoliSempre https://t.co/4R3j5wk64J",anger,negative
"se siete curiosi di sapere perché da anni il calcio professionistico è una merda e quante merde ci mangiano, guardate (solo per qualche secondo) @Tikitakaita1 
Telefonata di salvini che dice i cori razzisti su @kkoulibaly26 sono uguali ai fischi a @bonucci_leo19 

PORCODIO!",anger,negative
"@DecibelBellini @ECavaniOfficial Dopo le parole di ADL ormai i nostri sogni sono infranti
Ogni tanto al noi tifosi bisognerebbe dare una gioia del genere ma purtroppo non è cosi
Spero di sbagliarmi...",sadness,positive
Che sceneggiata sto pezzo di merda. Piscinero @neymarjr #WorldCup #BrasileSvizzera,anger,negative
@realvarriale @KMbappe @G_Higuain @PauDybala_JR Vabbè é inutile anche insultarti...,anger,negative
@StefaniaStefyss @juventusfc @douglascosta Non mi è sembrato poi tanto fortissimo... tutto fumo... niente arrosto...,sadness,negative
@realvarriale @sscnapoli @kkoulibaly26 È insensibile,anger,negative
@picitalia @MarcoScala74 @sscnapoli @arekmilik9 @ADeLaurentiis Potrei risponderti ma non continuerò a farlo per due motivi: uno per non continuare ad insultare la mia intelligenza e secondo perché ti commenti da solo. Ti meriti naldi e corbelli,anger,negative
@LaurInter @Rafinha Se avessero voluto prenderlo lo avrebbero già fatto.,anger,positive
@SergioRamos figlio di puttana!! #RealLiverpool #UCLfinal #UCLFinal2018 #UCL https://t.co/eRr5hDGTUC,anger,negative
"@CZampa_official @OfficialASRoma @OfficialRadja Questa non è più una società seria, ché delusione.",sadness,negative
@MarcelloChirico @paulpogba Io non lo riprenderei. Bonny ha fatto la sua scelta irreversibile lo scorso anno con atteggiamenti e voler andare via.. Mi piace come difensore e uno dei migliori.. Ma la mia Juve ha dovuto cercare altrove...dopo di lui.. E forse il suo posto non c'è più.. Avesse avuto pazienza,sadness,negative
@ilPadrinoSal @juventusfc @HCE__ @bonucci_leo19 Purtroppo però non sono neanche 3-4. Era per dire comunque che i tifosi da odiarlo ora se lo ritrovano tra gli idoli al museo,anger,negative
"News dll ultim ora:@Inter e #ZhangJindong(rimasto deluso visto ke era stato il 1ºcolpo dell era suning)furibondi cn  @joaome17 a causa dll sue dichiarazioni nettamente fuori luogo,anche xke è un tesserato dell inter ke è proprietaria al 100% dll suo cartellino,saranno presi provv",anger,negative
"@realvarriale @kkoulibaly26 @sscnapoli @Lor_Insigne Lei come ogni partita in cui il Napoli perde punti contro la Juve si dimostra per quello che è, un perdente, mediocre e permaloso pseudo giornalista. Si dovrebbe vergognare di farsi pagare soldi pubblici. Le persone come lei sono la vera vergogna dell'Italia.",anger,negative
@Shaun6549 @Alissonbecker @gabrieljesus33 Avete cacato er cazzo,anger,negative
"@GiovanBis @kskgroup2017 In genere, per errori del genere, i giapponesi si suicidano",anger,negative
@OfficialRadja Dimostraglie che ha fatto una gran cazzata.DAJE RADJA,anger,negative
"@FabDellaValle Te lo spiego meglio:Nessuno giustifica lo schifo di ieri https://t.co/fYbc2KgFBf si chiede come mai in casi simili (vedi Cagliari contro @MATUIDIBlaise x esempio) nessuno disse nulla, non ci furono squalifiche ne multe.Ecco spiegato perché vi si riconosce poca credibilità",anger,negative
Finché @DiMarzio non dice che @Cristiano va alla @juventusfc non ci credo.,anger,negative
"@PremiumSportHD Mah, fai tu. Mentre ti appresti a guadagnare 3 al secondo, a volte mi vergogno per non poter comprare un gelato a mio figlio di 4 anni perché il sig. agnelli (minuscola voluta) mi tiene in cassa integrazione da più di un anno e faccio fatica a tirare avanti, beato te @cristiano",anger,negative
"@MassiDL273 @AlexMilone @MarcoDiMaro @juventusfc @Cristiano @SerieA_TIM Con i diritti TV già assegnati per i prossimi 3 anni non cambia un cazzo tra l'arrivo di cr7 e un eventuale esordio in a del sottoscritto.
È inutile fare dei paraculismi...",anger,negative
HAHHAHAHAH @neymarjr PINCHE PRINCESA NO TE LA VAS A CABAR CABRON! LLORA PERRO!!,joy,positive
"@realvarriale @gallobelotti Ma perché, ce ancora qualcuno che ha interesse al campionato? Io penso di no. Fai un confronto con la champion. Li si che puoi avere interesse, perché gli arbitri non aiutano nessuno. A parte il Real. Infatti quando giocano contro di loro, si lamentano.",anger,negative
"Io da persona a modo non avrei dato il rosso a @kkoulibaly26 

Per me chi tace al razzismo è razzista.",anger,negative
@PietroMazzara @gigiodonna1 @PReina25 Hai avuto due bonus e li hai sprecati chiedendo di Valerio Fiori e dei rinnovi! Bah...,anger,negative
@Inter @OfficialRadja Dateci il cazzo di numero che devo prendere la maglia,anger,negative
@Mikyss78 @G_Higuain Evidentemente non ha capito niente. Io ho condannato fin da subito quell'insulto VERGOGNOSO. Ho messo like semplicemente per amor di verità. Perché si era sparsa la voce FALSA che a porre quella domanda fosse stato un giornalista e non un tifoso. NON ERA UNA CONFERENZA STAMPA.,anger,negative
"@jo19N26 @SpudFNVPN @Torrenapoli1 @ThePapponiis @Lor_Insigne @dries_mertens14 Sarri non c'è più ma abbiamo un altro mostro in panchina.
Ma purtroppo non gioca lui.
Manchiamo della capacità di determinare sempre, di mettere il campo in discesa.

Chi già cominciava le partite in vantaggio 1-0...
Compra CR7 e quelle partite adesso le comincia sul 2-0...",sadness,negative
@OfficialRadja @Bubu_Inter radja non dire cazzate per favore. sta casa aspetta a te,anger,negative
Se @cristiano continua così molti fegati di anti-juve scoppieranno nel giro di pochi giorni...senza aspettare che faccia gol alle loro squadre ridicole...  https://t.co/s19t1WQoWq,anger,negative
"@realvarriale @GiusCandela @arekmilik9 @CagliariCalcio @sscnapoli Parliamo anche dell'arbitraggio scandaloso di #doveri caro #varriale

questo campionato è una farsa dall'a alla z e sinceramente non riesco nemmeno più a godere per una vittoria. E' UN SISTEMA COMPLETAMENTE MARCIO!",anger,negative
"@AlessioRNl4 @joaome17 Non lo sopporto più, quando penso che ha indossato la 10 mi sale il crimine",sadness,negative
"@realvarriale @sscnapoli @kkoulibaly26 Niente..@realvarriale non capisce.
Proprio non capisce.",anger,negative
@realvarriale @KMbappe @G_Higuain @PauDybala_JR Questa cazzata te la potevi risparmiare!!,anger,negative
"@realvarriale @Francia @neymarjr Cade? Lunico che non è mai stato in piedi è @neymarjr. Un sopravvalutatissimo fenomeno da baraccone. Passerà alla storia per i suoi continui cambi di look, per le sceneggiate e basta. Pessimo attore. #Neymerola",sadness,negative
"@dani3le94 @OfficialRadja Si anche per quello non ne vale la pena, anche perché non è un giocatore continuo",sadness,negative
@realvarriale @kkoulibaly26 @sscnapoli @Lor_Insigne È un paese di mafia e mafiosi. Non ci spero più. Siamo ridicoli. Al momento giusto guarda caso il Napoli ha espulsioni rigori ecc.... l'ordine è arrivato e via puniti. Abbasso l'Italia. Forza Maradona e aveva ragione.,anger,negative
@bonucci_leo19 Pippone di merda ti contestano anche i tuoi tifosi ora ahahahah uomo di merda scarso,anger,negative
"@antocarboni91 @Asabob20 Il primo era un bidone anche a Vinovo, ma non avendo alternative devi schierarlo. Il secondo, visto il livello mediocre delle prestazioni, non capisco come faccia ad essere ancora titolare",sadness,negative
@KeitaBalde @Inter Stronzo provocatore sei peggio dei razzisti,anger,negative
@Mau_Romeo @Codacons @CarloRienzi @Cristiano @juventusfc Non ho mai capito il senso di queste ass. Inutili ancorché  dannose. Braccia rubate alla terra,anger,negative
"io comunque non mi spiego che abbia in test Monchi per aver dato @OfficialRadja all'inter per 22 milioni più Santon e Zaniolo. 
Anche avesse un senso economico, che non ha, ho tattico per @OfficialASRoma, che non ha, stai comunque favorendo una rivale per lo scudetto. Follia",anger,negative
@piperitafrancy @SergioRamos Sempre stato una persona di merda,anger,negative
@simeonegiovanni Devi solo vergognarti per il gesto che hai rivolto verso di noi! Tu non meriti questa maglia! Chiedi scusa almeno!,anger,negative
Dovevamo vincerla! Occasione sprecata. Due interventi da fuoriclasse di Gigio e un @TimoeB08 che ad ogni partita si rivela giocatore fondamentale e di altissimo livello. Purtroppo il resto della squadra è stato poco incisivo. Peccato davvero @acmilan,sadness,negative
"@SergioRamos @MoSalah Ramos Antisportivo, Real Ladrone!  Solo rubando, Pessimo. Via dal football, esempio di antisportività. Ramos Vergogna del football mondiale. Il Real gana solo rubando: Bayer, Dortmund, Chelsea, Psg, Juve...Vergogna!",anger,negative
#SeArrivaCR7 vado da @ECavaniOfficial e lo convinco a venire a #Napoli poi vado da @ADeLaurentiis e lo convinco a comprarlo poi vado da #Alkhelaifi e.....e niente cazzo gli dico che non parla italiano,anger,negative
@Inter @OfficialRadja @Gazzetta_it Nell'ultimo anno la grafica degli annunci è peggiorata di brutto. Almeno la qualità degli acquisti non ne ha risentito anzi,sadness,negative
Ma vendere @OfficialRadja all@Internazionale non mi sembra una furbata! Io non ci voglio credere...,anger,negative
@realvarriale @jimmyjimmy88 @KMbappe @G_Higuain @PauDybala_JR Ti sei ridotto a sparare puttantate perché pure i tuoi colleghi ti schifano.  Madonna che tristezza,sadness,negative
@cocielo forse sono io che sono troppo ingenuo e buonista ma nella battuta di @cocielo su @KMbappe non ci vedo nessuna sfumatura razzista per me era per sottolineare la velocita con cui ha seminato i difensori Argentini ma purtroppo viviamo in un mondo ipocrita,anger,negative
"@romy_sgro @G_Higuain Mah..,sarà stata anche una operazione di mercato...però che stronzata...?",anger,negative
"@Mikyss78 @justFabr1 @Cristiano Non potevi esprimere meglio il mio pensiero, così ti ho copiato",joy,positive
"@Inter @MPolitano16 @MauroIcardi Primo tempo schifoso. 0 intensità, 0 grinta. Tanto so già come finirà! Così non si va da nessuna parte!",anger,negative
Perché @TorinoFC_1906  #WalterMazzarri continua a fare giocare @SimoneZaza che oltre a non essere utile alla causa del #Toro fa pure danni (come stasera)?,anger,negative
"@juventusfc @Cristiano nelle 2 partite contro il Napoli non m impressionò più d tanto, mi aspetto più che venga a fare passerella nelle partite sassuolizzate della Juventus...magari con qualche tripletta,e i fessacchiotti ci cascano tutti.",anger,negative
"@OfficialASRoma @cengizunder @D_10Perotti Società vergognosa, ridicoli!!!",anger,negative
@leonsfdo @OfficialRadja caro Monchi sei ancora in tempo per evitare di fare questa enorme stronzata https://t.co/aVklbfuBu3,anger,negative
@riotta @BeppeSala @Inter @kkoulibaly26 Con il calcio ci sono sempre problemi. Da quando giocavo al Liceo ad ora me ne sono allontanato. Non mi piace il tifo e non mi piace tutto il mondo che c'è intorno.,sadness,negative
@MattiaFavata @Rafinha @Inter Ha un po rotto il cazzo sta cosa. Leggermente ridicola.,anger,negative
"@Mikyss78 @annatrieste @sscnapoli @Cristiano @mattinodinapoli Non date peso a sta complessata. Pensa di essere importante, invece non vale un beato cazzo.",anger,negative
Non sono stupito che tu abbia le noccioline nel cervello @carlos7bacca... https://t.co/go5W6t3r7O,sadness,negative
"@LucaLeo89 @romeoagresti @GianniBalzarini @Cristiano ma per carità, vanno ignorati questi mitomani.",anger,negative
"@MuseeLouvre @equipedefrance @FrenchTeam @FIFAWorldCup @fifaworldcup_fr @AntoGriezmann @FFF @paulpogba @samumtiti @raphaelvarane Dai avete fatto una gran cafonata senza alcun motivo. Ammettetelo, chiedete scusa e cancellate così tutto torna come prima. Possiamo ricominciare ad odiarvi senza un motivo. Se ce ne date uno non è più divertente la cosa",anger,negative
@AntonioCorsa @Zer0Tituli @PauDybala_JR Ma come si fa a mettere in pubblico un articolo del genere... semplicemente imbarazzante,anger,negative
@OfficialRadja Belgio Giappone 0 2 manca il #ninjaRadja per forza. FORZA Inter.,joy,positive
"Loro hanno picchiato tutta la partita, ma ovviamente #Banti vede quello che gli pare, #Bentancur 2 falli e 2 gialli. @bonucci_leo19 oggi a dir poco imbarazzante!",anger,negative
@MauroIcardi Questo è il livello. Triste... https://t.co/URDVSvYyCu,sadness,negative
Adesso non posso mica lanciare un altro #Challenge per @paulpogba!!! Che devo fare #MilanoTorinoMilano??? #FinoAllaFine,joy,negative
"Vende @OfficialRadja così in questo modo a queste condizioni , è praticamente come infilarsi un dildo nel culo ...",sadness,negative
"Quanta ipocrisia, tutti esprimono solidarietà a @kkoulibaly26 anche @Cristiano. Peccato che ogni domenica tutti sordi ai cori Vesuvio lavali col fuoco! Vero mister educazione @OfficialAllegri ? #InterNapoli #ForzaNapoliSempre",anger,negative
"@ilsidero @ECavaniOfficial @sscnapoli Fate un comunicato generale se proprio ci tenete a smentire la notizia su Cavani(che è vera). Ma prendere per il culo gente che lavora seriamente, e fare questi giochini ridicoli è vergognoso.",anger,negative
@Zio_FranK_1 @MonacoFilippo @annatrieste @PReina25 Stronzo io ho 60 anni ! Drogato ci sei tu che non capisci che tifi per una merda di squadra ! 37 scudetti e due coppe campioni regalate ! Vi hanno bruciato proprio il cervello la famiglia di torino ! Se non avessero tutti sti idioti di tifosi che si ammoccano di tutto ....ciaone,anger,negative
@chiellini @juventusfc Che maleducato che sei! Manco un ringraziamento alla terna! Bastava dire grazie Valeri! E che cazz!!!,anger,negative
@Antoing83 @IlCorrDelCalcio @marca Carissimo ma tu immagini un campione come @Cristiano che non partecipa alle coppe europee e di conseguenza fuori dalla lotta al pallone doro.. io prima di motivazioni parlavo di questo.. o passare da benzema a kalinic da mordic a Locatelli dai ma di che stiamo parlando cazzo?!,anger,negative
"Campo orribile, ritmo e agonismo del Toro altissimi per 60'. Gara brutta. Nel 2°tempo meglio la Juve che torna in controllo della gara e vince con @Cristiano. Una domanda per mister @OfficialAllegri: come mai nessun cambio? #TorinoJuventus",fear,negative
@kkoulibaly26 La stupidità non ha fine. Scusa dagli interisti sani,anger,negative
"@juventusfc @Cristiano Ma questa signora, sempre triste ed imbronciata. La prossima volta, vada con un operaio, forse le ritornera' il sorriso. Qualsiasi foto, sempre questo broncio, ma che avra' mai.",sadness,negative
@DAZN_IT @Cristiano Ma postate solo gobbi per pubblicizzarvi? Già marcate male...,anger,negative
@DiMarzio pagliacciata indecente....fossi in @kkoulibaly26 bloccherei questo utilizzo della sua immagine di una tifoseria ipocrita e soprattutto falsa,anger,negative
Fallo laterale e @Fede2Fazio dorme! Ma perché dobbiamo vivere questo schifo! #JuveRoma,anger,negative
Ahahahahahahahaha @PauDybala_JR sei solo un sopravvalutato #NigeriaArgentina,anger,negative
@OfficialASRoma dopo la vendita coatta del #Gladiatore @OfficialRadja disdico e non rinnovo labbonamento. Lavete messo pure nella campagna abbonamenti https://t.co/5iCDFwV1iy e poi lo vendete? #marketing di merda!,anger,negative
"@kkoulibaly26 Come sostenitore dell'Inter, dico che non ci rappresentano. Mi scuso per quelli sfortunati. Nessuno dovrebbe passare attraverso questo, e spero che questo non si ripeterà più.",sadness,negative
"Con la #Fiorentina trovò il muro, ma ora #Sarri (ri)prova a portarsi dietro @vecino in Premier

https://t.co/y5QljU8vkM",joy,negative
"Vorrei dire a @joaome17, se sai giocare lo sai fare in tutti i campionati.. era meglio dire non posso giocare in grandi club... anche al @WestHamUtd hai fatto schifo... forse puoi giocare solo in Portogallo... il problema non è l'Italia fidati...",anger,negative
"@realvarriale @gallobelotti ..la Var non funziona x i gobbi... spero che continuate a denunciare questo schifo #pistocchi 
Hasta la Revolucion Siempre",anger,negative
"@LorisKarius Cazzo tene della finale, te scopi dalla mattina alla sera",anger,negative
"Su quelli che arriveranno non mi esprimo... Attendo.
Su quello che parte dico che è tutta una grande delusione... allinter, da spalletti, che a Roma lo aveva fatto diventare una macchina da guerra. 

Stop. Staremo a vedere.
Grazie di tutto @OfficialRadja 

Forza Roma.",sadness,negative
@ilpedidavide @realvarriale @gallobelotti E che femmena sbagliata!!!Checca isterica,anger,negative
@douglascosta devi solo vergognarti ....augurare la morte di un collega! Evidentemente lo stile il tuo nuovo Club già fa parte del tuo #DNA  #VERGOGNA @juventusfcen @jtv212 @tuttosport @CorSport @Gazzetta_it @CucchiRiccardo @DSportiva,anger,negative
"@realvarriale @Duado02 @G_Higuain @sscnapoli @juventusfc Anche alla Juve ha provato a legare il suo nome ad un'impresa memorabile, purtroppo non ci è riuscito. A Napoli era il Re dopo una bella stagione, alla fine di quella prima era molto più uno scarto di adesso.",sadness,positive
@kkoulibaly26 Tu sei oltre quei deficienti!!!,anger,negative
@bonucci_leo19 @juventusfc Hai giocato male...forse un pochino di riposo per recuperare energie. ..neanche un lancio da diverse partite. cerca lavorare sulle marcature..tuo punto debole. Vogliamo perfezione. ..cmq sempre grinta ammirevole,sadness,positive
"@Divino_2 @realvarriale @kkoulibaly26 @sscnapoli @Lor_Insigne Quindi insigne poteva prendere a scarpate Keita senza problemi, tanto era colpa del designatore? Questa gente fa schifo.",anger,negative
@Ryos_27 @joaome17 L ha tolta prima e ha messo quella del Portogallo piuttosto di quella dell' Inter. Vergognoso.,anger,negative
"@kkoulibaly26 Forza fratello, non scoraggiarti.
alcuni idioti hanno ancora il DNA fascista nel loro sangue.",anger,negative
"@kkoulibaly26 Purtroppo ho l'impressione anzi la certezza che questa è la tua ultima stagione con la nostra amata maglia, dovevamo passare il turno ma quando in mezzo al campo ci sono zombie senza palle è dura, ho il terrore che pure quest'anno siamo pronti a dire sarà per l'anno prossimo",fear,negative
@tony_lian92 @OfficialRadja Temo sia arrivato troppo tardi e non contento Bah,sadness,negative
@fiore_1926 @BrunoGalvan85 @ADeLaurentiis @Cristiano @sscnapoli Io ho capito molto bene invece visto che critichi ogni singola parola e movimento di questa società...che ADL sia arido e non tifoso è un male vero ...ricordami L ultimo presidente tifoso che fine ti ha fatto fare dopo Maradona ...il cazzo non lo hai capito tu!,anger,negative
@Eurosport_IT Neanche una parola sul fallo fatto da @SergioRamos . Fa schifo che gente come lui sia impunita? Vi piace che uno così sia un vincente?,anger,negative
@RadioSportiva @kkoulibaly26 Quante cazzate,anger,negative
"@bonucci_leo19 merda stai perdendo contro lo young boys, fo cess",anger,negative
"@SanteTricarico ossignur cosa mi tocca leggere ! ! ! @Cristiano fai presto a venire (per me non viene...ma se viene...), che qua escono tutti scemi",anger,negative
"Giallo ridicolo, non l'ha neanche sfiorato e quello è stramazzato al suolo come se gli avessero sparato. Piscinero @neymarjr",anger,negative
"@kkoulibaly26 Sei uno di noi #kk , non mollare che la mamma degli idioti è sempre in cinta e non meritano un sol pensiero in più.",anger,negative
"#ASRoma Più ci penso più vi odio. @OfficialRadja Romanista nei fatti, voi solo a parole e manco sempre. #Nainggolan #ASR https://t.co/ieS9qyXebn",anger,negative
"@mimmopesce1 Tutto lo stadio, tutti i 65 Milà presenti e non un solo  settore ad esprimere la loro stronzaggine contro il calciatore @kkoulibaly26 . Se non si arriva alla sconfitta a tavolino non si metterà mai fine a questa vergogna.",anger,negative
"@CosimoBon @juventusfc @Cristiano io gli ho urlato le peggio cose, meno male allora che ero l'unico",anger,negative
"@FrancescoRoma78 @ForzaNa90864402 @gpgp21 @ECavaniOfficial Anche se fosse una tattica per tenere alla larga il tifoso in fibrillazione mentre la trattativa ancora prosegue. Anche se fosse così e non un reale blocco delle trattative, è inaccettabile. Sotto ogni punto di vista.",anger,negative
@ECavaniOfficial abbiamo capito tutto...purtroppo non ci sarà un tuo ritorno.,sadness,negative
