tweet_text,sentiment
@Inter @KeitaBalde Bravo a farti trovare pronto quando vieni chiamato!!questo Ã¨ segno di rispetto e il modo migliore di far parlare di Te...continua cosÃ¬ che hai doti tecniche e fisiche impressionanti non fermarti??????????,positive
"@SpudFNVPN @ECavaniOfficial E finalmente!!!Mi sto emozionando come non mai... vi voglio bene, ragazzi!!! ???",positive
"@LichtsteinerSte @juventusfc Grazie a te di tutto, anni indimenticabili! Il primo gol allo Stadium resterÃ  nella storia. Buona fortuna e #FinoAllaFineForzaJuventus",positive
"@realvarriale @HKane Dai EnrÃ¬, li hai fatti fuori quasi tutti e venerdÃ¬ sei in una botte di ferro perchÃ© uno fra Matuidi e Bentancur sicuramente deluderÃ !",positive
"Miglior in campo per distacco per me Ã¨ stato @joaome17 e poi @KeitaBalde ??
Non ammetto repliche 
#EmpoliInter",positive
@isco_alarcon  grazie https://t.co/kMwskcL9Vu,positive
"@soloINTER12 @pol2187 @bianco_nera_ @UEFAcom_it @Cristiano @juventusfc E pensa , con tutto questo, il miglior giocatore del mondo Ã¨ venuto da noi rinunciando a bei soldi altrove....ed Ã¨ felice, sereno e ha detto che vuole fare la storia della Juve. Siamo troppo oltre tutto, mentre voi potete solo rincorrere.",positive
@Mirko799 @Cristiano Mirko ci vole calma molta calma ed innanzi tutto bisogna fare i compiti ai ragazzi,positive
"@ADeLaurentiis volevo ringraziarla a nome di tutti i tifosi della @juventusfc per averci lasciato, per gentile concessione, @Cristiano. Grazie!",positive
@PauDybala_JR Ti amo??????????,positive
"@Lu_giWhite @acmilan @TimoeB08 Ã un colpaccio, grande acquisto. Ã un po' come Marcel Desailly, farÃ  ricredere anche gli scettici.",positive
@Alissonbecker Spero che lei resti ma spero che lei sia entusiasta di restare ...lei Ã¨ il piÃ¹ forte portiere che abbia mai visto i soldi se li faccia dare gli spettano ... https://t.co/ABks3V4tn8,positive
Buon Natale mio grande campione @douglascosta ??,positive
@bonucci_leo19 Auguri!,positive
"Benvenuto #ninja, ti aspattevo da anni! #Nainggolan @OfficialRadja https://t.co/tSSUpvP7gy",positive
"Sono le piccole cose belle che regalano felicitÃ  e ti cambiano la giornata se le vivi con un sorriso.
#FinoAllaFine #Juvesemprenelcuore 
@juventusfc @MATUIDIBlaise https://t.co/6TN6MKlpZb",positive
"@douglascosta @salpaladino Nei miei sogni ci siete tu , Dybala e CR7 ?? . Peccato che solo li potrÃ² vedervi insieme ..",positive
@radiodeejay @albertinodj @juventusfc Quello Ã¨ il numero di ?@douglascosta...sii orgoglioso Alba!!,positive
Grande partita anche di Daniele @DanieleRugani ??? bravo Dani. #JuveSamp,positive
@llsaoIl @dries_mertens14 @hazardeden10 @RomeluLukaku9 @BelRedDevils Siete fortissimi,positive
Mamma mia bimbo mio @MarcusRashford . Great skill https://t.co/QKrsvTNM7t,positive
Con #CR7 alla #Juve un invito a tutti i talentuosi giocatori del Mondo a venire a giocare il campionato di #serieA in #Italia. SarÃ  uno spasso! @ECavaniOfficial @PochoLavezzi il nostro ricordo piÃ¹ grande #ForzaNapoliSempre,positive
"@Rafinha Che fai li prendi il primo aereo e vieni a Milano tra pochi giorni inizia la preparazione. Ti aspettiamo.
Amala",positive
E la volta buona che incominci davvero a starmi sulle palle @Cristiano  che caduta in basso!,positive
@G_Higuain PIPAAAA! Con questa grinta riuscirai a far capire ai tifosi argentini che numero 9 sei!!!! Il migliore! Un forte sostegno dall'Italia e sempre forza Juve!! https://t.co/s0gdmzJR9t,positive
@l_desilvestri Ti auguro un 2019 Fantastico Lollo .,positive
@annatrieste @dries_mertens14 @sscnapoli @TommyStar55 Ovviamente non lo conosco personalmente ma veramente trasmette tanta simpatia !,positive
@Inter @OfficialRadja VI AMO!!!! In faccia ai powerpoint milanisti......... questa si che Ã¨ lavorare con stile...,positive
"Sembra un dettaglio,ma a questi livelli e di questi tempi,anche i #dettagli sono importanti.
@D_Ospina1 oltre a parare,Ã¨ anche molto seguito sui #social e sarÃ  il giocatore del @sscnapoli con piÃ¹ #follower e #influenza(meglio di lui solo e ovviamente @MrAncelotti)
#calciomoderno https://t.co/DBolJVJKDH",positive
"@PReina25 Grazie, sei un grande, piÃ¹ forte non solo degli attaccanti, ma anche delle critiche e dei veleni. Un abbraccio forte, auguri per il prosieguo della tua meravigliosa carriera!",positive
@realvarriale @arekmilik9 @dries_mertens14 @sscnapoli @BfcOfficialPage @kkoulibaly26 Con un bel fallo di mano.,positive
@juventusfcen @G_Higuain Manchi tanto Gerardo ?????? auguri ???????,positive
"@lukamodric10 Ã¨ il pallone dÂoro 2018. Complimenti Lukita! El Mejor ?! 

#BallonDor https://t.co/E2IDGZ0kgm",positive
@MarioMandzukic9 Grandissimo Mario..dovete essere orgogliosi di quello che avete fatton..bravi bravi bravi,positive
"@PReina25 Pepe come stai tutto bene , spero che. Milano non ci sia spesso la nebbia !! Mi raccomando do fatto vedere dalle parti del Vesuvio ogni tanto . #ForzaNapoliSempre",positive
"@PReina25 Pepe come stai tutto bene , spero che. Milano non ci sia spesso la nebbia !! Mi raccomando do fatto vedere dalle parti del Vesuvio ogni tanto . #ForzaNapoliSempre",positive
@cpulisic_10 sei cosÃ¬ prezioso che mi riempi il cuore?,positive
@ADeLaurentiis @dukeby @Cristiano SarÃ  ancora piÃ¹ belle batterli,positive
@OfficialSSLazio @10_luisalberto @LucasLeiva87 @tucu_correa Grande Lazio! Sempre cosÃ¬ e Immobile deve ritrovare il gol!,positive
"@kkoulibaly26 @FedericaDB22 Hai ragione purtroppo i coglioni stanno ovunque, da interista mi vergogno per loro, cmq sei e resterai sempre  un grande campione....",positive
"@ascend28g7 @juventusfc @OfficialAllegri @Cristiano @romeoagresti SÃ¬ esatto! Io lÂho notato a primo impatto, non so come gli sia sfuggita una cosa del genere!",positive
@LichtsteinerSte @juventusfc Grazie Stephan per questi magnifici 7 anni!!! In bocca al lupo,positive
"@Sorrentino Abbranca in presa! 
Congratulazioni!!!",positive
@PauDybala_JR Mi dispiace per il secondo goal era spettacolare tanto quanto il primo ?,positive
"@LichtsteinerSte @juventusfc 7 scudetti in 7 anni, Lichtsteneir rappresenta la juventinita', volontÃ , grinta, professionalitÃ . In bocca al lupo Stephan per la tua Svizzera. Grazie di tutto.",positive
"@SandroSca @juventusfc @juventusfcen @juventusfces @juventusfcid @Juventusfcar @juventusfcjp @Cristiano AA: Beppe sono ancora  a  Kalamata, avete fatto?

BM: Si.. sono qui con Fabio. Tranquillo Andre.. Abbiamo appena depositato il contratto di Cris in lega... tutto Ã¨ andato liscio... https://t.co/caWnG4cEKw",positive
@Asabob20 Auguri anche a te,positive
Sei stato il sogno di mercato per 5 anni e ora finalmente arrivi. Eri un predestinato e lÂavevamo capito. @OfficialRadja,positive
Io ti voglio bene @kkoulibaly26. #stoprazzismo #norazzismo #altrazzismo #fanculorazzisti #fuckracism,positive
@LichtsteinerSte @juventusfc Sei stato fantastico lich davvero sempre bianconero sei il nostro indimenticabile pendolino!!!!!,positive
"@KaTalla11 @Roberto41788248 @kkoulibaly26 Nel nostro paese da gente immigrata e quanto stiamo subendo altro che popolo razzista ..li dovremmo cacciare tutti ,Ma da persona intelligente o popolo intelligente continuano ad aver fiducia di tutti i popoli !! Xcui nn si permetta piÃ¹ di dire eresie ,gli italiani sono xbene !!",positive
"@PEPEillustra @ECavaniOfficial @ultimateteamit @sscnapoli @NCLivecom @en_sscnapoli @RepSscNapoli @sscnapoliES @calisesalvatore @Carloalvino @SSCNAMERICA Magnifico.
Complimenti",positive
@dries_mertens14 @een @SporthouseGroup Usa la Garofalo che Ã¨ piÃ¹ buona ed Ã¨ anche sponsor della @sscnapoli . Comunque sempre n.1,positive
@Pavoletti Tanti auguri grande bomber..??,positive
@fmarchetti22 Auguri campione!,positive
TI AMO @douglascosta,positive
"#Manolas che come posto piÃ¹ bello di Roma indica casa sua, mi ha ricordato tanto questo momento epico: https://t.co/c09SM8ZKJr. #GrazieKostas #GrazieDario @DarioBersani @OfficialASRoma @OfficialRadja https://t.co/Pe7LWnFvBT",positive
"Perin sarÃ  pure bravo ma sui calci d'angolo e le uscite alte in generale rischiamo sempre qualcosa. Ã troppo basso, meglio @13Szczesny13?

#JuveSampdoria",positive
@OfficialRadja Caro Radja....non mi abituero' mai a vederti con quella maglia. Se avessi i soldi ti ricomprerei di tasca mia...Roma sara' sempre casa tua Ninja...ti vogliamo bene e Forza Roma sempre!,positive
@AminYounes11 Forza Amin sei forte ?????..dai ti aspettiamo !!,positive
@juventusfc @Cristiano @ESPYS Sarebbe fantastico se vincesse anche il Pallone d'Oro 2018 alla Juve!,positive
@rizzi_mr @SimoTarantino @OfficialRadja Tu ti massacri da solo benissimo.,positive
"Forza e serenitÃ  mentale, lavoro quotidiano, tutto questo unito al talento ne fanno il Campione che Ã¨.
@Cristiano Ã¨ uno stimolo quotidiano a migliorarsi. https://t.co/wvNTWZdulw",positive
@Cuadrado per la 49 (7 al cuadrado). Sei un gran signore. I miei siceri complimenti. CR7 imparerÃ  molto anche da te.,positive
@nico_taglia Grande taglia!!!! ???? https://t.co/lbNRziMPM2,positive
"FelÃ­z cumpleaÃ±os @G_Higuain 
Un attaccante meraviglioso che c'ha fatto esultare per due anni grazie a gol pesanti quanto Maradona (150kg piÃº o meno).
Inolvidable Pipita!
#Juventus #finoallafine #Higuain https://t.co/dJSXAfwih5",positive
"Buona notte, vita?
@Vrsaljko https://t.co/MTeUnnAeqf",positive
@PagliaAle @OfficialASRoma Ci sei mancato @LorePelle7 Adesso @MisterDiFra deve trovare il modo di far giocare lui e Zaniolo! Potrebbero essere davvero devastanti! Vedo benissimo nelle ultime partite Cristante! Bravo! #ParmaRoma,positive
@capuanogio @Inter @OfficialRadja il bello Ã¨ che tanti se la prendono con @tuttosport ... un livello cosÃ¬ basso non si era mai toccato...,positive
"Personalmente @Cristiano mi ha regalato grandissime gioie con ogni singolo gol segnato ai #gobbidimerda. Per il futuro diventerÃ  un testimonial della FCA, al posto di Chiambretti, e come tale non me ne potrÃ  fregar di meno.",positive
"@Sabatini @Cristiano Sandro ottimo tweet, complimenti.  Ti seguo , se ricambiassi il follow grazie. Molto gentile e buona serata. Ma, la vedo molto dura.",positive
Un anno fa il @ManCity salutava @JNavas @willy_caballero @Sagnaofficial e @Gaelclichy22 che ringrazio ancora una volta per il contributo alla crescita della squadra che Ã¨ stata raggiunta anche grazie al loro apporto da professionisti seri quali sono... #ForzaCity,positive
@realvarriale @mike_fusco @ECavaniOfficial @PauDybala_JR Esce maramertens e il Belgio vince 3 2!!!!!varriale sei ridicoloooooooo avevi un sogno nel cuore!!!,positive
"@RobertoSavino10 @Cristiano @juventusfc Ti giuro, pensavo non esistesse, ma adesso la voglio!!!",positive
@sampdoria @FQuagliarella27 Bravo Quagliarella sono molto felice che sei rimasto alla Samp grazie per tutto quello che dai Buon Natale,positive
"@MarioMandzukic9 ma ti rendi conto di aver fatto la storia della tua nazionale, sÃ¬? sei un cazzo di campione, dopo domenica ti rivogliamo in Italia da campione del mondo DAJEEE",positive
"@lacasadepapel @neymarjr @KMbappe Questa mattina mi sono alzato
O bella ciao, bella ciao, bella ciao, ciao, ciao
Questa mattina mi sono alzato
E ho trovato l'invasor

O partigiano, portami via
O bella ciao, bella ciao, bella ciao, ciao, ciao
O partigiano, portami via
ChÃ© mi sento di morir.......",positive
"@Inter @MauroIcardi @ddambrosio Vi ricordo che oggi Ã¨ il mio compleanno, il regalino Ã¨ ben gradito ?",positive
"@juventusfc @MarioMandzuki9 @marko_pjaca20 La Grande Bellezza Croata.
@Mario &amp;  @Marko avrebbero meritato di piÃ¹ ahimÃ¨, un abbraccio ad entrambi. ?",positive
@kkoulibaly26 Inoltre sei il difensore piÃ¹ forte del mondo! Per distacco! Nessuno come te frate?? #Napoli,positive
"@ferrix88 @eddylore82 @PBPcalcio @simonebra85 @carlos7bacca Suso? Cutrone? si si, nei grandi Milan c'Ã¨ li vedo a battagliare per un posto da titolari con Van Basten e Savicevic! Ma su dai, capisco che gli ultimi 6 anni ci abbiano fatto perdere un pÃ² di memoria storica, ma noi siamo il MILAN! Con il Real il + grande club di tutti i tempi!!",positive
"@OfficialASRoma @OfficialRadja Ciao Radja da chi dice Grazie sul serio e con il cuore. Uno da Roma, uno di noi",positive
@MauroIcardi Meriti il mondiale della nazionale ma per colpa di Maradona c'Ã¨ un pregiudizio nei tuoi confronti ti seguo sempre sei un bel ragazzo,positive
"Buon compleanno a @Cuadrado, che spegne 30 candeline proprio oggi! ?  https://t.co/qrF3fNq11K",positive
@delpieroale @ECavaniOfficial L unico 10 Ã¨ @delpieroale . For ever. ???,positive
@kkoulibaly26 Tifo milan... ma sei un grandissimo uomo e uno dei migliori difensori del mondo .....grandissimo,positive
@G_Higuain SEI UN GRANDE!!!!,positive
@juventusfc @Cuadrado Auguri Juan!!! Buon Compleanno!!! ?????????????,positive
"@georginajacaa @Cristiano @DoloresAveiro @juventusfcen Il ""piccolo"" Ã¨ un amore!",positive
"E volevo,ora, dire questo:sicuramente @OfficialASRoma @acmilan @Inter @sscnapoli vinceranno lo scudetto perchÃ© a vedere le scene d'entusiasmo per i GRANDI calciatori che hanno acquistato sarÃ  sicuramente cosÃ¬!Noi abbiamo fatto poco, @emrecan_ Cancelo e @Cristiano @MarcelloChirico",positive
"@sscnapoli @BelRedDevils @FIFAWorldCup @dries_mertens14 Dries e un giocatore decisivio, lo vedremo in campo nella semifinale. Complimenti al Belgio!",positive
"Tanti auguri ragazzi 
@D_Ospina1 @GhoulamFaouzi @MedhiBenatia @Vrsaljko @ArmandoIzzo1 @douglascosta @dennispraet @Pavoletti @Cristiano @KeitaBalde a cui aggiungiamo gente come manolas, sms, il pistolero piatek 
Voi siete la #RealMadrink buon anno #2K19",positive
"@kskgroup2017 Sei un grande.
Vieni a mangiare la vera pizza napoletana a kyoto.",positive
"@Paolo_Bargiggia @Cristiano Paolo sei un grande, ma di Ronaldo ormai si sapeva tutto! Comunque sei un professionista esemplare! Grazie. Saluti!",positive
#EdiTorna quando sono passate 4 ore e @ECavaniOfficial non Ã¨ ancora tornato! https://t.co/s4NjnocTr0,positive
"@frs79_lib @PauDybala_JR @juventusfc ? Grazie, qualcuno almeno apprezza ??",positive
@realvarriale @dries_mertens14 @PauDybala_JR @G_Higuain ho ancora negli occhi le mirabolanti prestazioni di Milik Zielinski e Koulibaly...senza di loro sarebbe stato un mondiale povero di contenuti,positive
Grandissimo @MarioMandzukic9 ! Complimenti per il gol decisivo che porta la #Croazia in finale dei #Mondiali,positive
@brfootball Good luck @Cristiano !! Forza juve!! Forza Ronaldo,positive
"@PBPcalcio @Cristiano Da milanista rosico e non poco (chi dice che Ã¨ vecchio o che non lo avrebbe voluto al Milan,secondo me rosica 2 volte)! PerÃ²,ahimÃ¨,cÂÃ¨ da fare i complimenti alla Juve che Ã¨ passata da calciopoli a gli scudetti,alle finali di champions,al giocatore piÃ¹ forte del mondo!",positive
"@LichtsteinerSte @Arsenal In bocca al lupo per tutto Lich, ci mancherai tantissimo ??????????Sarai sempre #unodinoi #SL26 ??????Ancora grazie di tutto. Ti voglio bene idolo mio e tiferÃ² sempre per te ??????",positive
@Cristiano @EASPORTSFIFA Si ma pure tu ti ecciti con poco figlio mio!,positive
"@LadyGFinoallafi @MedhiBenatia Sono cosÃ¬ orgoglioso di parlare con qualcuno come te, Ã¨ cosÃ¬
una delle cose piÃ¹ belle che mi sono successe oggi i miei saluti",positive
"@fakevarriale_ @juventusfc @Cristiano @sscnapoli Giustamente #cristianoronaldo verrebbe di corsa al #Napoli, squadra tra le piÃ¹ titolate al mondo, campione morale e del bel giuoco.",positive
@DiVe_95 @Rafinha PiÃ¹ che altro lo meriterebbe lui... la penso come te comunque,positive
@Blucerchiando @FQuagliarella27 Buon Anno a Voi e a tutti i malati di SAMPDORIA !,positive
"@Carloalvino @SergioRamos Dalla cintola in giÃ¹ Ã¨ la stessa qualitÃ , un sinistro privilegiato. PerÃ² dalla cintola in su ci sono il cuore e la mente e lÃ¬ si radica la ragione per cui Maradona Ã¨ il piÃ¹ grande di tutti, il piÃ¹ completo di tutti. Cit. Victor Ugo Morales...",positive
"@kkoulibaly26 Sei un grande KK se abbiamo sperato fino al 94Â Ã¨ per quellli come Te che ci hanno messo sudore, gamba e cuore !!!!! Grazie ??!!!!!!!!",positive
"Grazie veramente di tutto @OfficialRadja, t'ho voluto bene come fossi uno di casa. Da domani perÃ² ti auguro di sprofondare presto in B, magari a braccetto con l'altra squadra di Milano. Bevi, fuma e divertite. Forza Roma",positive
"@francescobonfa @francescobonfa basterebbe ricordare a questi signori che quando @leo_de_araujo lavorava in societÃ  sono arrivati @tsilva3 , @KAKA , @AlexandrePato. Questi sono riusciti a fischiare Paolo Maldini.",positive
@georginajacaa @Cristiano Auguri anche a voi splendida famiglia !!!,positive
@GabryHouse1 @FinallyMario Meravigliosa ????,positive
"@KPBofficial @sscnapoli @kkoulibaly26 Sei il ns orgoglio, grande KK !!",positive
"LÂinterpretazione del ruolo di trequartista da parte di @OfficialRadja Ã¨ unica,credo inimitabile.Corre,pressa strappa imposta e crea.Un toccasana per una porzione di campo determinante.
#LuganoInter #Nainggolan",positive
@Cristiano l'importante essere se stessi e divertirsi giocando,positive
@kkoulibaly26 Ti voglio bene campione,positive
@imadbabouri @Cristiano Fa bene a mettersi la sciarpa..con questi sbalzi di corrente......,positive
"Mi sono innamorata di te 
perchÃ© 
non avevo niente da fare,
Il giorno
Volevo qualcuno da incontrare
La notte
Volevo qualcosa da sognare ? 
@fbernardeschi https://t.co/StyAe9hFdI",positive
"@OfficialRadja Radja per favore, non te ne andare via, so che non dipende solo da te ma fa di tutto per non andartene dalla nostra Roma e se lo hai giÃ  fatto supera ogni confine e rimani con noi. Ti voglio davvero bene mio eterno idolo, ciao amico mio.",positive
@Fraboys69 @MauroIcardi Si Raiola e Mendes pure sono molto simpatici... Meglio 100 miliardi di volte la Wanda che almeno Ã¨ bella da vedere,positive
@kkoulibaly26 Sei un grande ?,positive
Buongiornissimo a tutti voi e specialmente al bianconero @Cristiano ??,positive
Bravo ancora una volta @TimoeB08 Continua cosi Baka???? #MilanTorino,positive
@Carloalvino @PReina25 Mi si stringe il cuore poveri.piccoli che Dio li aiuti...grazie Pepe un grande campione di umanita'?,positive
@pomazzo @carmenbonvil @juventusfc @SerieA_TIM @douglascosta @a1haych @FCBayern @realmadrid @FCBarcelona Bravo. Ora confronta anche i fatturati.,positive
@GhoulamFaouzi @UEFAcom @FIFAcom @kkoulibaly26 @sscnapoli Siete due fratelli fantastici sarei orgoglioso e fortunato ad avere due fratelli come voi siete speciali ii non vi dimenticherÃ² mai,positive
@Cristiano Solo grazie a Te,positive
"@micheledarold @OfficialRadja @ddambrosio @Coronasdomar Il Ninja Ã¨ il vero game changer...andrei dritto sulla sua. Anche perchÃ© mi aspetto che @ddambrosio te la regali una maglia prima o poi, visto che sei il suo primo tifoso in Italia, nonchÃ© parente. Anzi mi aspettavo di vederti nelle sue foto con Insigne alle Maldive",positive
@chiellini Bravi ragazzi https://t.co/E5SjtTG6eo,positive
"@MiSeleccion_ @D_Ospina1 @sscnapoli Il Napoli Ã¨ ottimo per ospitare il nostro grande portiere David Ospina in tempo utile, con risultati magistrali",positive
@Cristiano Belli come il sole ??,positive
"@mick691bis @lukamodric10 @VladaRH @Sport_Mediaset Ma alza al cielo sto cazzoooo, io spero che vinca la Francia !!!",positive
@kkoulibaly26 Sei un grande uomo e lÂorgoglio di Napoli ?,positive
@SimoTarantino @OfficialRadja Concetto estremizzato ma l' impianto logico non Ã© errato,positive
@OfficialRadja e @ECavaniOfficial e siamo tutti contenti @acmilan @MassMirabelli ?,positive
"Per #InterNapoli lo sgabello lo porto io ... con la spalliera per stare piÃ¹ comodo  !!!

#Nainggolan  @OfficialRadja
#ForzaInter 
@Inter ???? https://t.co/sUCEAH7nNa",positive
@Rafinha @Inter Grandissima prestazione e pur con alti e bassi avete sempre dimostrato carattere senza mai abbattervi. Grazie anche a Mr. Spalletti grande uomo che ha       rinunciato a parlare per dare spazio alla squadra. Segno di grande motivatore nonchÃ© di umiltÃ . SEMPRE AMALA PAZZA INTER!!,positive
Trovatemi uno piÃ¹ bello di lui. #Dybala #Juventus @PauDybala_JR https://t.co/Rs3fIxhIUP,positive
"Tesori, tornate a casa che qua a Torino vi amiamo da morire @PauDybala_JR @G_Higuain",positive
@PassioneCalc10 @Cuadrado La maglia della Juve Ã¨  sempre meravigliosa!,positive
@juventusfc @Cristiano Magica JUVENTUS grazie per tutte le soddisfazioni che ci regali.,positive
"@ASRomaEN @OfficialASRoma @Totti @lukamodric10 Che bella questa foto!!! Dagli occhi di #Modri?, grande giocatore, traspare la gioia di essere vicino ad un mito come Francesco Totti!!!! Good luck #Modri?",positive
@realvarriale @MauroIcardi @Cristiano @Inter @juventusfc @Udinese_1896 @TorinoFC_1906 Per una volta un analisi corretta. Complimenti.,positive
@Cristiano Bel divano Cris ?,positive
@Cassiop82740251 @Cristiano Grazie Bella auguri a Te ???,positive
@ReDiCarpe @gtandezebra70 @sscnapoli @simoneverdioff @G_Higuain Con tanto di sponsor. Che bella pubblicitÃ . Non arrivano neanche a queste cose. Se metti sponsor dietro i calciatori devi pesare le parole. Higuain se querela fa bene,positive
@acmilan @emirates @TimoeB08 Il mio negrone??,positive
Sono felice per Marione @MarioMandzukic9 e sogno una finalissima tra outsider #Bel vs #CRO #RUSCRO #WorldCup #finoallafine,positive
"Hey @PauDybala_JR, ringrazia il cielo di avere un allenatore come @OfficialAllegri e non un coglione tatuato come il tuo CT in nazionale",positive
"@dries_mertens14 GO, DRIES, GO!! Torna Campione del Mondo, Ciro!!! https://t.co/l7KfNOKPic",positive
@chiellini Che bellezza tutti bravi ragazzi https://t.co/V1swCdyWVv,positive
"@realvarriale @KMbappe @G_Higuain @PauDybala_JR Nel suo caso e' bene che si metta sdraiato , possibilmente con del ghiaccio per abbassare la temperatura e stia all' ombra.",positive
@LichtsteinerSte @Arsenal stavi meglio in bianco nero ? Good Luck Step #FinoAllaFine,positive
"@isco_alarcon io odio i cani, ma se tu ami i cani, io amo i cani",positive
"@joaome17 @Inter Va benissimo, ma devi avere piÃ¹ cattiveria in mezzo al campo, certi palloni non si possono perdere, devi avere piÃ¹ convinzione e forza nel tiro, cmq altro giocatore rispetto al passato, ci hai fatto ricredere a tutti. Complimenti!",positive
"@PReina25 Mi raccomando, non fare grandi parate contro il @sscnapoli ;-)",positive
@Cuadrado @Cristiano @juventusfc Cambierai il tuo numero di maglia ma sarai comunque immenso grazie Juan,positive
@GCutaia @ale220982 @realvarriale @massimozampini @Cristiano Messi non penso che arrivi comunque bravi voi complimenti.,positive
@juventusfc @G_Higuain Buon compleanno Gonzalone del mio cuore! ?? https://t.co/o6ONmiGsrX,positive
@OfficialRadja Sei proprio un grande! Evidentemente non ti meritano #Radja sei un campione vero,positive
@paolorossi1965 @MarioMandzukic9 Mario lÂimmenso!!!! ??,positive
@PauDybala_JR  non Ã¨ mai troppo tardi per avere quel passaporto Italiano https://t.co/GEbKiSnQTe,positive
@OfficialASRoma @Alissonbecker Wao che parata...da milanista non posso che far i complimenti ????,positive
"@kkoulibaly26 Tra chi fa un coro razzista e chi lo riceve, quello che ne esce male Ã¨ il primo e non merita tutta l'importanza che gli hai concesso. Sei un grande professionista, gioca e divertiti a vedere dei cretini che fanno bu!",positive
"@MauroLogoluso @xmx_sava @soProud_of_You @DK_bosssss @aemme91 @haguilaflores @DiMarzio @realmadrid @juventusfc @Cristiano @ManUtd_Es Leggi la sentenza della Cassazione e potresti comprendere il sistema. Detto questo non intendo offendere nessuno, Ã¨ solo un gioco. E buon CR7 che Ã¨ un giocatore fenomenale, davvero speciale",positive
"@benmendy23 Ã¨ un signor terzino... corsa e qualitÃ ! #Bravo
#ARSMCI",positive
@D_Ospina1 TVB perchÃ© chi veste questa maglia  va onorato sempre forza Napoli,positive
"@evamarghe @kkoulibaly26 Questo le fa solo onore, auguri anche a lei",positive
@neymarjr domani ho la maturitÃ  fammi gli auguri voglio la benedizione di Dio grazie in anticipo ti amo,positive
"@Asabob20 Grande Asa, vecchio cuore bianconero!??",positive
@pupoghinazzi @juventusfc @Cristiano Solo un saltimbanco da due soldi puÃ² scambiare la classe per noia! Si nasconda che nemmeno fa fatica.,positive
@LiberatoFrasca @FBiasin @Rafinha Applausi ?applausi ? braviiii!!!!! #inter il mito italiano Applausi ??????? grandi!!!! I Migliori!!!! Champions a League ad honorem ???? !!!!!,positive
@manuelrulli @OfficialRadja Resta com noi romanisti i ti fossi ti adorano,positive
@cicciovalenti @LiaCapizzi @RickyTrevisani A @lukamodric10 va assolutamente consegnato il #pallonedoro .. fa parte dei giocatori illegali..,positive
"@Fede2Fazio ciao Tomi! Per tua fortuna sei nato romanista!
Auguri a te e alla tua  compagna #COMANDANTE!!!
#ASRoma",positive
@acmilan @G_Higuain Auguri Pipita! ??,positive
"Ti mando un visuale di 5 secondi.. ?? 
Soltanto per dirti che stavo godendo..

..ma che botta ci dÃ , che botta ci dÃ .. ?? @federicochiesa https://t.co/RIZKE1GBl2",positive
"@realvarriale @PieroFesta @G_Higuain @sscnapoli @juventusfc Ma lei che dÃ  del beota a tutti, non si vergogna?",positive
@Cristiano Grazie ronaldo per fortuna che ci sei tu ?,positive
@Soloxlamaglia78 @LichtsteinerSte @juventusfc Grazie di tutto Stephan....ti auguro il meglio per te e la tua famiglia. Un abbraccio affettuoso.,positive
@SalvioEspo @Laporte @damore_marco @MattiaCaldara @alessandro_pera @F1 @f1paddockclub troppo bello muakissss,positive
"@MarioMandzukic9 Mario siamo orgogliosi di averti tra noi!  Campioni d'inverno, complimentoni ??????Auguri di buon Natale guerriero ??? #FinoAllaFine #ForzaJuve",positive
"@Cuadrado @Cristiano @juventusfc Sei folle panita! Il mio preferito, sempre!",positive
@jm_mendez @Rpizarrot @Il_Marpione @Chivas A nuestra bella metropoli... Monterrey !!!.,positive
"@GCutaia @MyPerfectEnemy1 @amaliaiorio @Cristiano Cavolo che fine ragionamento, che arguzia! Ci mancavi davvero...

Pure molto tempestivo...",positive
"@SergioRamos prima o poi ti doveva capitare..hai vinto tanto sul campo, ma hai sempre deriso i tuoi avversari. Credimi, in tanti oggi festeggiano..i ? nella vita nn sono tutto, conta anche lo stile e la serietÃ . #MondialiMediaset #Mondiali2018",positive
"Il mondo si Ã© fermato e sta parlando della storia fantastica tra la #Juventus (5400 tw ultima ora) e #Ronaldo (5610 tw).
Grazie @juventusfc ?
Grazie @Cristiano ?
#CR7 #CR7allaJuve",positive
@MPolitano16 IO TI VOGLIO BENE.,positive
"@Cristiano Messi Messi Messi   Messi Messi Messi   Messi Messi Messi   Messi Messi Messi   Messi Messi Messi 
  Messi Messi Messi   Messi Messi Messi Messi Messi Messi   Messi Messi Messi   Messi Messi Messi   Messi Messi Messi   Messi Messi Messi Messi Messi Messi   Messi Messi Messi",positive
"Vorrei rivederti cosÃ¬ ...
@G_Higuain Auguri ?? https://t.co/dSlJYgFFxZ",positive
"@OfficialRadja Grazie di tutto sei stato un guerriero vero,mi mancherai mai nessuno ti vorrÃ  bene come noi??",positive
@J_Mercato @OfficialAllegri @Cristiano Ripropongo un commento che ti feci qualche tempo fa: non credo ad una mazza di quello che scrivi perÃ² ammiro la tua creativitÃ ... almeno sogniamo un poÂ!,positive
Perdonami @MauroIcardi ma il mio capitano Ã¨ @23_Frog ! Grande Andrea! E grande Maurito!,positive
@StellaAndri @Tatax68 @antonio_staglia @MaximRsm @mike_fusco @ADeLaurentiis @PReina25 Pazienza!!! LÂimportante Ã¨ che li azzecchi quando giochiamo noi!!! Qui mancano ancora 4 ore a domenica!! Vai avanti tu a godertela!!! Io mi accontento del sabato sera!!! ?,positive
