comment,emotion,sentiment
"Andate alla scoperta dei tanti angoli ""segreti "" che si trovano a Central Park. Ve ne cito solo alcuni .La statua di Balto.La fontana di Alice nel paese delle meraviglie .L'angolo dedicato a John Lennon.Gli altri scoprirteli voi",joy,positive
Location molto ben organizzata per poter vedere il muro (ovviamente una piccola porzione) nella sua interezza .-Per la visualizzazione bisogna salire sulla terrazza dedicata (almomento della mia visita gli ascensori erano fuori uso) Ad ognimodo la salita non e' molto difficoltosa,sadness,positive
"Se vi trovate immersi nel parco e vi scappa, correte fiduciosi alla terrazza perchÃ¨ Ã¨ dotata di numerosi bagni sufficientemente puliti e soprattutto - cosa rara- dotati di carta igienica.",sadness,positive
"Siamo stati guidati da un amico e abbiamo scoperto molte cose. Qui siamo a cavallo tra Bernauer Strasse (che era ovest) e la Anklamer Strasse (purtroppo est), laddove la tragica separazione era un dato di fatto. Consiglio ovviamente una passeggiata al suo interno, ora si puÃ².... Non ci sono muri, chiodi o persone che ti sparano...molto forte ascoltare il silenzio di sera.",sadness,negative
"Il Duomo, 'al Dom' in vernacolo milanese Ã¨ un'esplosione di equilibri e forze contrapposte. Ã la piÃ¹ maestosa opera italiana e la sua bellezza non ha eguali.Consiglio una visita guidata perchÃ© fra le tante guglie, si nascondo enigmi e particolaritÃ  sorprendenti, fra cui una mon... .Buona visita!",joy,positive
bellissima oasi verde nel cuore della city...consiglio di noleggiare una bicicletta anche se per raggiungere alcuni punti bisogna andare a piedi...consiglio di portarsi il pranzo al sacco per fare un bel picnic,sadness,positive
"Dopo alcuni anni rientro in questa maestosa cattedrale, il piÃ¹ significativo esempio gotico in Italia, e certamente tra le piÃ¹ belle d'Europa. Come sempre avviene quando si entra in una cattedrale gotica, si Ã¨ colti da turbamento, rimanendo quasi senza fiato per l'emozione della verticalitÃ  delle cinque navate, che ci porta ad elevarci, anche fisicamente drizzando quasi inconsapevolmente la schiena, assumendo una posizione piÃ¹ eretta, proiettati verso l'Alto, ovvero verso la rappresentazione del divino. Questo in fondo Ã¨ forse il principale messaggio della cattedrale gotica. Per chi sa ascoltare, a prescindere dalla fede confessionale, si tratta di una emozione profonda e durevole, al di lÃ  di ogni descrizione e commento sulle cappelle, sulle vetrate e sui manufatti artistici. La visita, anche solo all'interno della chiesa, vale un viaggio a Milano.Sciagurata purtroppo l'organizzazione della biglietteria: nonostante la assenza di coda fuori dalla chiesa, l'acquisto del biglietto ha richiesto una attesa di oltre mezz'ora a causa della insufficienza degli sportelli aperti (uno solo). Incredibile poi che solo al momento dell'acquisto, quindi dopo l'attesa, venga fornita l'informazione che, in fondo alla sala e in luogo quindi non immediatamente visibile, esiste anche una cassa self-service, nella quale non v'era coda alcuna !",sadness,negative
"Una delle attrazioni piÃ¹ caratteristiche di NY. Consigliata una passeggiata, assolutamente da provare!",joy,positive
Sempre affascinante Pieno di locali x pranzi cene aperitiviNon si puÃ² dire di conosvere milano se non si passa da quiBella la Darsena rimessa a nuovoBelle le botteghe degli artisti La prox volta giro in barca,joy,positive
Affascinante monumento e piazza Duomo forse Ã¨ piÃ¹ bello l'esterno fascino unico la Madonnina il alto che troneggia su tutta Milano.,joy,positive
In assoluto una delle giornate piÃ¹ romantiche della mia vita!Mi sono sentita come nel cartone animato Disney âLa Sirenettaâ nella scena della barchetta a remi. Vedere il parco ed i grattacieli che lo circondano dallâacqua Ã¨ stata davvero unâemozione indescrivibile. Consigliatissimo! ,joy,positive
"Ci andai da piccolo ma non me la ricordavo, ci torno ora da adulto e scopro un patrimonio inestimabile , voglio pensare che nella piÃ¹ classica discrezione milanese non si faccia molta "" caciara"" intorno ad una chiesa che potrebbe essere considerata la Cappella Sistina dei milanesi.",joy,positive
"Si tratta di un assalto visiva come non lo spazio Ã¨ disadorno! L'esterno semplice Ã¨ totalmente fuorviante come in entrata Ã¨ semplicemente pieno su, in faccia ""WOW"".",anger,negative
"Un'esposizione fotografica ben documentata di tutta la storia del nazismo. Le descrizioni in inglese completano e contestualizzano le immagini, descrivendo ogni aspetto storico ed umano di questo triste periodo.",sadness,negative
se state organizzando una visita a new york in agosto con la vostra famiglia mi consiglio di non tralasciare gli acqua park del central park.la cittÃ  ne e' piane e troverete le info su internet ma quelli di central park sono meravigliosi.I miei bambini si sono divertiti un sacco,joy,positive
Uno dei parchi piÃ¹ belli che abbia mai visitato! Molto attrezzato per qualsiasi occasione....lo consiglio per una bella passeggiata!,joy,positive
"Che dire del Prado, non ti stanchi mai di si tanta bellezza tutta insieme. Un museo ricco di opere importanti da visitare assolutamente se si Ã¨ in viaggio a Madrid.",joy,positive
"Il percorso illustra come Gestapo e SS abbiano deliberatamente usato il terrore come strumento politico. L'esposizione Ã¨ interessante, perÃ² potrebbe essere organizzata meglio. Ci sono audioguide in italiano, ma Ã¨ piuttosto complicato capire a cosa si riferiscono i diversi punti. Sui pannelli ci sono dei numeri, ma non sono gli stessi cui fa riferimento l'audioguida, che inoltre illustra solo una parte dal molto materiale fotografico esposto.  Viene distribuito un depliant che dovrebbe spiegare come muoversi, ma Ã© anch'esso confuso. Detto ciÃ², la presenza dell'audioguida Ã¨ comunque lodevole, l'esposizione ampia ed utile. ",sadness,negative
"L'iconostasi, divisoria tra la chiesa per i nobili Visconti e Sforza e la parte di clausura femminile. L'unico collegamento era dato da una piccola finestrella da dove le monache potevano ascoltare, senza esser viste, le varie funzioni.",sadness,positive
"Museo molto interessante anche se non molto amante dell'arte. Lunga fila per entrare,sopratutto la mattia.",joy,positive
"El âDom de Milanâ Ã¨ una delle meraviglie del mondo! Dal tetto si possono ammirare  le guglie, uno Sky Line fantastico e soprattutto la Madonnina. Irripetibile!!!",joy,positive
"Non devo essere certo io a spiegare il fascino di questo luogo, visto milioni di volte in televisione, purtroppo non ho avuto molto tempo per visitarlo, ma tornerÃ² sicuramente.",joy,positive
Monumento impressionante per maestositÃ  e complessitÃ  sia interna che esterna. Assolutamente da visitare!!,joy,positive
"Ho vissuto 4 anni letteralmente sul Naviglio Pavese (Naviglio Piccolo) e la mia opinione Ã¨ molto piÃ¹ che positiva.Il quartiere Ã¨ tranquillo, anche la sera quando tutti sono fuori dai locati sulle sponde del naviglio, l'atmosfera Ã¨  rilassata e gioiosa. Ci sono un sacco di locali, ristoranti, negozi e ogni ultima domenica del mese - nel periodo estivo - c'Ã¨ il mercatino del vintage lungo il Naviglio grande. E' il quartiere ""bohemienne"" di Milano",joy,positive
"Si trova sulla piazza Pariser Ã¨ semplicemente unica da vedere, e alla sera illuminata Ã¨ spettacolare",joy,positive
" E' situato in un' area molto tranquilla, nonostante sia tutto attorniato dal movimentato della grande New York.Al suo interno i rumori e il frastuono della frenetica cittÃ ' che non dorme mai, non si sentono assolutamente. Si respira invece un senso di silenzio, pace, di tranquillitÃ ', di relax e di contatto con la natura. Al suo interno oltre ai due laghi, uno molto grande e uno invece piÃ¹' piccolo, si puÃ²' visitare uno zoo, molto adatto ai bambini. Ha degli ottimi percorsi per fare attivitÃ ' sportive pedonali, piste ciclabili, e si possono fare passeggiate con calesse e cavalli. Io e mia figlia l'abbiamo visitato nonostante la neve, il gelo e il freddo. E' stata comunque una bellissima esperienza.",sadness,positive
"Avevo letto ottime recensioni di questa ""galleria a cielo aperto"" cosÃ¬ abbiamo deciso di andarci. Abbiamo percorso tutto il muro ma sinceramente non l'abbiamo trovato cosÃ¬ emozionante come molti lo descrivono. Esistono diversi luoghi molto piÃ¹ interessanti e toccanti per ricordare il muro, la storia della cittÃ  ed i suoi avvenimenti . La maggior parte dei murales inoltre sono stati rovinati.Dopo aver camminato in lungo e in largo per la cittÃ  e aver goduto della vista di splendidi e molto spesso enormi murales sui muri degli edifici questa Ã¨ la parte che mi ha entusiasmato di meno. Decisamente meglio camminare all'interno del muro lungo la Sprea o visitare il quartiere di Kreuzberg",joy,positive
"Abbiamo visitato la cupola in notturna , immaginando una visione piÃ¹ suggestiva, ma lâaudio guida automatica non ha una versione notturna quindi a fatica abbiamo visto ciÃ² che era poco illuminato, bellissima passeggiata di oltre 20o metri, attenzione a prenotare per tempo fisicamente o online, portate i documenti di riconoscimento. Consigliata fino Alle 15 nel periodo invernale e fino Alle 18 nel periodo estivo.",joy,positive
"Se lo visitate il sabato o la domenica dalle 18.00 alle 20.00 l'ingresso Ã¨ gratuito, la coda Ã¨ lunga ma scorrevole e in una mezz'oretta si entra se non siete li tra i primi.La visita Ã¨ libera e anche se dovete sbrigarvela in un oretta e mezza si riesce a vedere quasi tutto anche se di corsa.Grande idea i musei gratis",joy,positive
"I magici Navigli di Milano e la loro Darsena (Naviglio Grande) sono un luogo che non puo mancare nei ricordi delle persone. Passeggiare tra  le luci dei bistrot e i banchetti dei venditori ambulanti che distraggono l attenzione con i mille colori dei loro oggetti, e sempre un emozione unica. Godersi dai ponticelli che lo attraversano la vera essenza di Milano e delle persone che in quella parte di cittÃ  sembrano quasi piu libere. Da vedere, e da ritornarci sempre.",joy,positive
"Con la facciata sgombra da ponteggi e pulitissiama l'aspetto Ã¨ magnifico , bisogna fermarsi e guardarla con calma.qualunque ora del giorno e della notte l'emozione Ã¨ sempre grande . Se siete in gita a MIlano pessate di notte,l'emozione di vedere il Duomo e la Galleria illuminata Ã¨ impagabile.",joy,positive
"Mette i brividi pensare che fino a circa 30 anni fa questa porta divideva in due la Germania e l'Europa.Si trova alla fine del lunghissimo e bel viale Unter Den Linden, su cui conviene fare una bella passeggiata fino a qui.A poca distanza si trova anche il Reichstag, altro sito da visitare.",sadness,negative
"Polmone verde di New York. Nel fine settimana i newyorkesi fanno qui i loro picnic. Anche quando Ã¨ affollato, Ã¨ possibile trovare pace. Si organizzano molti eventi; câÃ¨ sempre qualcosa da vedere. ",sadness,positive
Come puÃ² la follia dell'uomo arrivare a tanto verso i suoi simili? Per comprenderlo a pieno non perdete di visitare il piccolo museo e salire al terzo piano da dove Ã¨ possibile vedere l'intera zona ,sadness,negative
"Ricordate di prenotare la visita: io lo avevo fatto online ma non ho ricevuto la risposta e mi sono recato allo stand accanto al Reichstag (dall'altra parte della strada). La visita Ã¨ gratuita, serve un documento di identitÃ  per ogni visitatore. La cupola di Foster Ã¨ deliziosa e associa la meraviglia architettonica con un'efficiente audioguida che descrive il panorama di Berlino e le particolaritÃ  della guida. Possibili anche visite piÃ¹ lunghe che includono le tribune del Parlamento. Da non perdere all'interno della cupola la descrizione della sua tribolata storia.",joy,positive
"diventata una zona in cui Ã¨ veramente piacevole andare, gironzolare per i vari locali, vivere l' atmosfera di festa, di ""vita"" che si respira, osservare i mille spunti che offre, cogliere i particolari di una Milano del passato che grazie alla valorizzazione ha riportato questa zona a gradimento ed apprezzamento.",joy,positive
"Era la mia terza volta a New York, sempre in transito veloce e non avevo mai avuto tempo di godermi Central Park. Che scoperta! Per me almeno, visto che Ã¨ uno dei posti piÃ¹ visitati del mondo. Comunque, grazie anche ad una magnifica giornata di fine settembre, sono riuscito a visitare buona parte del Parco. 4 ore di puro godimento. Non mi dilungo sulle singole attrazioni perchÃ© sarei poco originale ma posso consigliare a tutti di prendersi un'intera mattinata o un bel pomeriggio, per perdersi tra i vialetti, il lago, i ponti. Magari in bici... e con la giusta, romantica compagnia!",joy,positive
Dopo le 17 ingresso gratuito non temete la coda si smaltisce in frettaOttima visita e bellissimi capolavori,joy,positive
"Quando si arriva a NYC , ovunque voi siate sentirete la tranquillitÃ  di questo enorme polmone verde in mezzo alla cittÃ  , enorme quindi il consiglio se avete tempo e di andarci piÃ¹ volte , cani ovunque , tantissima gente che fÃ  jogging , che pedala, lussureggiante perchÃ¨ ha una natura rigogliosa ed accattivante per tutti i suoi luoghi di interesse , all'interno del parco all'altezza dei Dakota Appartments troverete Strawberry field , un bellissimo giardino botanico con centinaia di piante esotiche voluto e curato da Yoko ono dopo la morte di John Lennon , troverete la statua di Balto m si quello del cartone animato .......non sapevate fosse una storia vera???? anche questo Ã¨ New York",joy,positive
"Impressionante vedere l'imponenza del muro rispetto all'ambiente che lo circonda.Impressionante anche vedere e comprendere cosa Ã¨ stato capace di fare l'uomo per dividere le stesse persone (case murate, demolite) e cosa ha realizzato per riunirsi (cunicoli).",sadness,negative
"Siamo andati al quartiere dei Navigli il sabato sera. Lo consiglio solo per i giovani alla ricerca di divertimento. Siamo stati travolti. C'erano cosÃ¬ tante persone ci siamo sentiti confuso e bombardati. Siamo non-fumatori e odiato che non abbiamo potuto ottenere lontano dal fumo di sigaretta. Quasi tutti fumano! Spingendo e rischino, con persone che vanno da parete a parete fatta a piedi lungo i canali scomodo. Non ci torneremo.",sadness,negative
"Beh, descrivere una pinacoteca di fama mondiale come il Prado, sarebbe troppo lungo e faticoso, pertanto, dirÃ² che son rimasto estasiato davanti ad opere del Goya, Velazquez  Zurbaran, nonchÃ© degli italici Caravaggio ed altri. Ovviamente predisponetevi ad almeno 4 ore di visita ( l'ideale sarebbe farlo in 2 giornate suddividendo i piani) cercando di arrivare prima dei gruppi. Il Prado apre alle 10 e conviene assolutamente avere una prenotazione on-line, specie nei periodi estivi.",joy,positive
Cinque ore di immersione in questo splendido Museo. Molto ben organizzate le sale e il percorso di visita. Assolutamente obbligatorio fare il biglietto on line altrimenti troverete file lunghissime all ingresso. Indispensabile l audioguida se volete apprezzare al meglio le meraviglie conservate in questo splendido museo.,joy,positive
"La visita deve essere programmata per tempo inviando una e mail il mese precedente. All'ingresso sembra di andare in aereo, con scan degli zainetti e controllo documenti. Si sale in ascensore e vengono consegnate le audioguide gratuite in lingua (anche italiano). La cupola Ã¨ una meraviglia di ingegneria e nel salire la guida ripercorre passo passo  la storia del palazzo e degli edifici dell'apparato statale tedesco di Berlino visibili e monumenti.",joy,positive
"Una corsetta o solo una passeggiata nel mitico Central Park va fatta! Meglio se in primavera con la vegetazione in tutto il suo splendore. Armatevi di cartina e andate a scoprire gli angoli piÃ¹ suggestivi o famosi, sarÃ  come essere in un film!",joy,positive
 Ã un luogo che fa parte della storia era la sede della mitica Gestapo dei tempi di Hitler.All'interno c'Ã¨ un museo molto ben fatto pieno di illustrazioni che spiega  dettagliatamente cosa succedeva in quel periodo. Una visita da non perdere  per tuffarsi nella storia di quei tragici momenti momenti,joy,positive
"Una visita veramente bella. Consiglio assolutamente l'audioguida, assolutamente gratuita, come d'altronde la visita. Super consigliata",joy,positive
"Viene chiamate ""la cappella sistina di Milano"" ed in effetti merita davvero una visita! L'ingresso Ã¨ gratuito e le guide offrono un percorso guidato con un'offerta volontaria. Bella davvero!",joy,positive
"Ã© davvero il polmone verde di Manhattan, molto grande e pulito e vario in ogni sua parte. Assolutamente da vedere",joy,positive
Immenso parco dove ritemprarsi e riposare se  non altro le orecchie dalle sirene. Con il caldo d'estate Ã¨ impegnativo da attraversare da cima a fondo,sadness,negative
"Abbiamo pranzato, passeggiato e ci siamo anche rilassati a Central Park. E' talmente grande che ci si perde. Le mie figlie hanno apprezzato le sculture di Alice in wonderland, Christian Handersen, Balto,...Non basta una giornata per percorrere tutto il parco,soprattutto se si Ã¨ a piedi.",joy,positive
"Vale veramente la pena di una visita. Salire sulla cupola Ã¨ una bellissima esperienza: trovo sublime la fusione tra la moderna architettura glass-and-steel e la struttura ""antica"" del vecchio Reichstag. Il panorama sulla cittÃ  Ã¨ mozzafiato, ancor piÃ¹ suggestivo al tramonto. Entrata gratuita ad orario stabilito, su prenotazione obbligatoria in loco (oltre la strada ad un centinaio di metri dall'entrata). Un po' lunga la procedura di sicurezza ed attesa, ma ne vale la pena. Un vero e proprio must.",joy,positive
Parco meraviglioso che ti da l'opportunitÃ  di respirare aria pura in piena cittÃ . Se non lo vedi non ci credi,joy,positive
Anche se del muro di Berlino rimangono pochi tratti la differenza tra le due cittÃ  Ã¨  troppo evidente.  Tutta la storia Ã¨  riassunta nel memoriale .. una tappa da non perdere ,joy,positive
"Il famosissimo Duomo di Milano Ã¨ monumentale fuori e pieno di storie affascinanti dentro.Se decidete di visitarlo fatelo con una visita guidata. Io sono rimasta affascinata dalla visita dedicata alle vetrate, sembrano tutte uguali ma hanno tutte storie diverse",joy,positive
Un Museo davvero splendido... Tutto organizzato alla perfezione...opere uniche da tutto il mondo e molte italiane... Se siete a Madrid per piÃ¹ di un giornonon potete non visitarlo... tempo minimo 4 ore... ,joy,positive
"Chiusa per molti anni oggi, dopo il restauro, Ã¨ di nuovo aperta al pubblico. Molti non conoscono questa chiesa vero gioiello che fa rimanere a bocca aperta: la Cappella Sistina di Milano. Consigliato prenotate la visita guidata",joy,positive
"I migliori 15 euro spesi nella mia vita, opere incommensurabili, bellezza oltre ogni aspettativa. Ottima organizzazione e pulizia. Esperienza da ripetere",joy,positive
"GiÃ  dai primi gradini dall'uscita della metro, balza ai miei occhi la meraviglia del Duomo di Milano. Emozionante, suggestivo, perfetto...E' il primo luogo da visitare a Milano!",joy,positive
assolutamente da fare ..affittatevi una bici..non preoccupatevi sarete assaliti da quelli che ve la vogliono affittare..il percorso e sempre a senso unico e rispettate il divieto di andare dove cÃ¨ la pista pedonale e di fumare..la statue di alice e di balto le troverete subito ..dimenticavo fatevi dare anche il lucchetto se volete lasciare da una parte poco lontano per farvi foto.perchÃ¨ con le bici si dovrebbe andare solo nelle strade asfaltate..ma io a piedi me la sono portata abbastanza vicino..un po piÃ¹ difficile trovare il famoso ponticello..e immagine di john Lennon..per quella ho dovuto chiedere...ecco unico neo le tabelle non sono messe in prossimitÃ  delle cose da vedere..,anger,negative
"Non si puÃ² non fargli una visita, all'interno Ã¨ splendida con dipinti meravigliosi e il personale del touring Ã¨ gentilissimo e pronto ad esaudire ogni tua curiositÃ .",joy,positive
"Senza parole, il duomo e la piazza sono sempre incantevoli, nessun pericolo, uscita dalla metro proprio sulla piazza antistante",joy,positive
"Questa chiesa Ã¨ davvero unica.....ad un esterno decisamente anonimo si contrappone un interno sontuosamente decorato, che le ha fatto guadagnare meritatamente, l'appellativo di ""Cappella Sistina di Milano"". Poco da aggiungere se non......andatela a vedere!!!",joy,positive
Bellissimo! ottimo posto dove rilassarsi e staccare un attimo dalla frenesia della cittÃ . consiglio la visita ma soprattutto sdraiarsi sull'erba e relax!,joy,positive
"Arrivo al Prado alle 10:00 del 31-12-2018.  Chiusura programmata alle 14:00.Centinaia di persone in attesa. Nessuna indicazione della fila x acquistare il biglietto. Pochissimi operatori bruschi che parlano solo uno spagnolo velocissimo. Dopo 40 minuti scopro di essere nella fila sbagliata, come altre decine di persone.Le file, lunghissime, in realtÃ¡ sono addirittura tre, di cui, forse, una x chi ha  la prenotazione ma deve andare alla cassa a convalidarla! Cosa significa non si sa. Faccio unâaltra fila, quella dei derelitti senza biglietto e senza prenotazione. Su un cordone lungo una delle file un foglio in spagnolo/inglese,riporta sibillinamente âsolo  conferencias/only lectures. Diversi chiedono spiegazioni senza risultato.Dopo unâaltra ora e venti minuti sono ancora a venti metri dalla biglietteria.Eâ mezzogiorno e come 31-12 la chiudo qui e me ne vado. La prossima volta mi farÃ² accompagnare da uno spagnolo .",anger,negative
Ci siamo passati davanti un sacco di volte e finalmente abbiamo deciso di entrarci. Che meraviglia. Siamo rimasti sorpresi da questa chiesa che onestamente dall'esterno non dice quasi niente ma una volta varcata la soglia ci ha stupito. Le pareti sono coperte di affreschi meravigliosi e soprattutto la parte una volta riservata alle monache con il coro ligneo ci ha veramente entusiasmati. Non mancate una visita a questa meraviglia l'ingresso e' assolutamente gratuito e una volta dentro non vorrete piu' uscirne rapiti dalla magnificenza che questo gioiello d'arte riesce a comunicarvi. Non fa parte degli itinerari turistici della mia citta' eppure e' un capolavoro del 500 che tutti dovrebbero conoscere e avere il piacere di ammirare.Non mancate anche di visitare il museo archeologico proprio li' accanto.Sabrina e Daniele.,joy,positive
Museo da vedere ci sono i piÃ¹ importanti pittori tra cui il Tiziano stupendo! Con la guida telefonica tutto Ã¨ piÃ¹ comprensibile . ,joy,positive
"Bellissimo, pulito organizzato Ã¨ meraviglioso. Amo questa cittÃ . Da lÃ¬ si arriva a piedi sulla 5fth. Nel parco vedi chi corre chi porta i cani a passeggio chi semplicemente prende il sole. Bella bella bella",joy,positive
"Sicuramente una delle cose piÃ¹ caratteristiche dei navigli sono i negozi: libri usati, dischi in Vinile e CD, arte. Oserei dire che Ã¨ un posto inusuale. Ovviamente anche tanta vita e tanti locali. ",joy,positive
"anche se il periodo non Ã¨ dei migliori per visitare milano, ma la cattedrale gotica Ã¨ sempre maestosa, ovvio la piazza con i piccioni rimane in attrattiva per i bimbi e anche per molti grandi. La cattedrale Ã¨ tenuta magnificamente e le guidi su carta soddisfacenti.",joy,positive
"La chiesa di San Maurizio al monastero Ã¨ senza dubbio un capolavoro, uno di quelli nascosti e proprio per questo ancora piÃ¹ preziosi! Grazie al touring club che l'ha restaurata e che quotidianamente la fa visitare gratis a tutti coloro che si trovano a passare per corso Magenta! Da vedere assolutamente!!!",joy,positive
"il polmone di New York Ã¨ davvero central park in pieno centro cittÃ  ti immergi in una passeggiata in pieno relax in questo parco infinito.si respira pace e tranquillitÃ . tantissime panchine, zone d'ombra, piante siepi, fontanelle x bere. tanti sentieri da percorrere. ben pulito. merita assolutamente una visita.",joy,positive
"Un pezzo di storia lungo piÃ¹ di un km dove si percepisce attraverso i murales la concezione di libertÃ  della Germania dopo la caduta del muro.  Bellissimi disegni,  suggestivi e pieni di Significato. A metÃ  percorso il famoso murales del bacio. Da vedere assolutamente. Se ci andate in questi mesi invernali copritevi bene perchÃ© fa freddo..!",joy,positive
"Abbiamo visitato 2 volte questo parco,e devo dire che merita.Enorme,questi laghetti artificiali veramente belli,statue per ogni zona,consiglio foto statua Balto,e Alice.Attrezzarsi di mappa per orientarsi all'interno(non acquistare 5 dollari al botteghino esterno perchÃ¨ sempre all' interno la danno gratis)e girare in bici.",joy,positive
"Abbiamo visitato il museo del Prado, non ci sono parole per definirlo, non ci sono eguali, eccellente organizzazione per l'afflusso del numeroso pubblico presente, ottima organizzazione interna, e sicurezza, abbiamo noleggiato una guida per visitare le opere piÃ¹ importanti, ed Ã¨ stata la scelta migliore! Bellissima esperienza, abbiamo avuto un'ottima esperienza indimenticabile!!!!",joy,positive
"ci sono andata dopo averne letto su TA. non voglio ripetere tutto quello che hanno scritto gli altri utenti prima di me.... concordo pienamente... si  resta affascinati da questa ..... cappella sistina milanese! un plauso ai volontari del turing che si prestano per l'apertura che ricordo e' dal martedi' al sabato dalle 9.30  alle 17.30bellissima ed e' pure gratis! io sono di Verona.... signor tosi, (attuale sindaco) ma lo sai che oggi a Milano sono sata in 5 chiese e non ho pagato mai nessun ingresso?  se venite a Verona... purtroppo non e' cosi'.",joy,positive
"La riproduzione delle foto che esprimono il dolore degli abitanti di Berlino est . Le immagini sono scioccanti. la visione del muro che per molti anni ha separato affetti,amore, amicizie provoca forti emozioni...lungo il percorso si trovano delle piastre di metallo con il numero di persone e la data di in cui sono stati uccisi coloro che tentavano di superare il muro...",sadness,negative
"Durante un week end con gli amici nel centro di Milano, abbiamo visitato questo splendido monumento famoso in tutto il mondo. La sua maestositÃ  la si percepisce appena lo si vede da vicino. E' incredibilmente enorme",joy,positive
museo fotografico nato dove una volta vi era la sede delle ss...molto bello all'interno e particolare all'esterno con il muro sullo sfondo e i resti di quello che era il centro nazista.tutto questo Ã¨ gratuito inoltre.,joy,positive
"Il Central Park Ã¨ da visitare una volta nella vita. Di tutta New York, Ã¨ la cosa che mi ha rapito di piÃ¹. Enorme, curatissimo, con queste panchine con le targhette con le dediche alle persone - che romantico - i campi da baseball, i laghetti, lo zoo ( a pagamento, bellissimo), e tutto Ã¨ curato nei minimi dettagli. La cosa particolare Ã¨ la vista che offre, sei nel verde, con le papere e gli scoiattoli che ti girano intorno, eppure sei circondato dai grattacieli. Fantastico.",joy,positive
Visita da non perdere ASSOLUTAMENTE... Ã¨ importantissimo ricordare quello che Ã¨ successo.. questo lugo nella sua semplicitÃ  ti colpisce in pieno.,joy,positive
"Luogo tenuto benissimo, bello sia con la neve che senza. Sempre pieno di persone e animali.Ti fa venire voglia di passarci l'intera giornata!",joy,positive
"Andati dopo le 18 con entrata gratis, coda di 10 minuti (ma era feriale), Tempio della pittura spagnola (Velasquez e Goya in primis), belli i Tiziano ed i fiamminghi. Presenta soprattutto dipinti di grande formato dalle collezioni reali. Se si ha tempo meglio due visite serali di un'ora abbondante; dedicandosi, di volta in volta, ad una parte specifica.",joy,positive
Raggiomugibile molto comodamente con la metro...visitabile gratuitamente...vi un lungo pezzo di muro percorribile dal marciapiedi antistante,sadness,positive
"Siamo entrati durante le ore gratuite, coda lunga ma scorrevole, in 20 minuti siamo entrati. Sapevamo di non avere tempo a sufficienza quindi prima dell'ingresso avevamo deciso cosa ammirare. Per chi conosce poco l'arte come me puÃ² solo soffermarsi sulla bellezza delle opere e ce n'Ã¨ davvero molta",joy,positive
"Tanti ristoranti, bar, aperitivi. E' il punto di incontro ideale per incontro amici, fare un aperitivo e passare la serata. ",joy,positive
Ã a pochi passi dal centro di Milano e decisamente ne vale la pena. I bar sono molto vivace e divertente e il cibo Ã¨ molto meglio che il cibo in centro.,joy,positive
"Il luogo simbolo di Milano, uno dei monumenti piÃ¹ belli e maestosi che si possano visitare in Italia. Consiglio di fare un giro sul tetto, una passeggiata fra le guglie che riserva non poche sorprese.",joy,positive
"Polmone verde nel caos della grande mela. Enorme e con molti punti di interesse. Rilassante e rigenerante passeggiare nel verde tra piccoli ponti, sentieri e laghetti. Da visitare sicuramente ",joy,positive
Ã per me sempre bellissimo tornare in questa cittÃ  che trovo ogni volta piÃ¹ bella Ã¨ moderna verde e tranquilla. Grande civiltÃ  e rispetto per tutti una cittÃ  veramente libera!La adoro!,joy,positive
a parte locali notturni e fiumi di alcool non cÃ¨ nulla da fare..solo se amate queste serate e qualche piccolo ristorantino,joy,positive
Un parco semplicemente stupendo immerso in una cittÃ  affascinante molto diverse da quelle europee ma non meno attraente . Una bolla di verde tra grattaceli e avenues che in autonomo cattura un fascino unico . Da non perdere la ricerca di Brinkley il cane di Lui in c'Ã¨ post@ per te . ,joy,positive
Merita sicuramente la visita io nn la conoscevo ...bellissimi gli affreschi..l edificio e diviso in 2 settori uno x la preghiera dei fedeli l altro x quello delle religiose ..complimenti ai volontari del touring che lo tengono aperto..un grande gioiello fuori dai percorsi classici assolutamente da visitare,joy,positive
"Stare a Central park e' come stare dentro un film perche' e' proprio come lo vediamo sullo schermo.....c'e' chi corre,chi dorme,chi fa yoga chi prende il sole,chi legge ......e quel giorno anche tu fai psrte di quel cast che rende unico Central Park",joy,positive
"Fantastica central park, ho passato due pomeriggi dentro il parco camminando per chilometri e chilometri, tantissime le attivitÃ  da fare all'interno,  da visitare lo zoo, un giro in bicicletta, remare con le barchette sul lago, telecomandare le barchette su un laghetto artificiale e visitare tutti i posti resi celebri dai film girati qui al suo interno. Ã pieno di bagni pubblici e luoghi dove pranzare. Se si va a New York Ã¨ d'obbligo visitare central park. ",joy,positive
"Bisogna prenotare per tempo la visita gratuita sul sito, poi tutto funziona a meraviglia, ben organizzati, si sale alla cupola con ascensore per poi continuare a piedi salendo una spirale gigantesca, vista mozzafiato, la cupola Ã¨ un opera ingegneristica notevole",joy,positive
 Assolutamente irrinunciabile se visiti New York non passeggiare in Central Park. Solo cosÃ¬ capirai i newyorkesi ,joy,positive
"Circa 1,3 km di muro rimasti quasi completamente intatti e poi ricoperti di graffiti di vari artisti. Alcune immagini sono famosissime, altre tutte da scoprire. Sicuramente uno dei luoghi in cui farete piÃ¹ foto a Berlino, assolutamente imperdibile.",joy,positive
"Monumento simbolo di Berlino, impossibile non andarci, Ã¨ nella zona in cui Ã¨ possibile vedere un po di attrazioni tra cui il parlamento e il parco ",joy,positive
